district_gadm,state_gadm,year,q,quarter,quarter_num,flood_exposure_ruleA_qt,flood_exposure_ruleB_qt,deposits,mean_radiance,pixel_count,log_deposits,log_lights_qt,deposit_change_qt,lights_change_qt,flood_ruleA_L1,flood_ruleB_L1,flood_ruleA_L2,flood_ruleB_L2,flood_ruleA_L3,flood_ruleB_L3,flood_ruleA_L4,flood_ruleB_L4,deposit_change_qt_winsor
ADILABAD,TELANGANA,2015,1,2015Q1,1,0,0,6762.0646,0.2452930559714635,476204.0,8.819231409503296,-1.401233167629198,,,,,,,,,,,
ADILABAD,TELANGANA,2015,2,2015Q2,2,0,0,6650.88,0.1691055148839949,473391.0,8.80265480046279,-1.7713363586832214,-0.0165766090405057,-0.3701031910540233,0.0,0.0,,,,,,,-0.0165766090405057
ADILABAD,TELANGANA,2015,3,2015Q3,3,0,0,6565.5866,0.1374793946743011,470142.0,8.789749433090234,-1.977033739337623,-0.0129053673725554,-0.2056973806544015,0.0,0.0,0.0,0.0,,,,,-0.0129053673725554
ADILABAD,TELANGANA,2015,4,2015Q4,4,0,0,7026.1575,0.2109843095143635,476394.0,8.857537564488762,-1.551243018773828,0.0677881313985278,0.4257907205637949,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0677881313985278
ADILABAD,TELANGANA,2016,1,2016Q1,5,0,0,7748.2714,0.1681352804104486,436640.0,8.955354105024677,-1.7770564084674785,0.0978165405359146,-0.2258133896936502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978165405359146
ADILABAD,TELANGANA,2016,2,2016Q2,6,0,0,7613.1151,0.1972402383883793,475568.0,8.937759053718123,-1.618275658577919,-0.0175950513065537,0.1587807498895592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0175950513065537
ADILABAD,TELANGANA,2017,2,2017Q2,10,0,0,9340.6208,0.2926998039086659,476502.0,9.142235049358325,-1.2251971084363966,0.2044759956402018,0.3930785501415224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2044759956402018
ADILABAD,TELANGANA,2017,3,2017Q3,11,0,0,9382.2344,0.2439054350058237,476001.0,9.14667980132727,-1.406883122514763,0.0044447519689452,-0.1816860140783667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044447519689452
ADILABAD,TELANGANA,2017,4,2017Q4,12,0,0,3120.4669,0.2902066359917323,476502.0,8.046058330569236,-1.233722174486112,-1.1006214707580335,0.1731609480286513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1625854252631841
ADILABAD,TELANGANA,2018,1,2018Q1,13,0,0,3357.9837,0.3037259479363759,476495.0,8.119393736965806,-1.1883424376521443,0.0733354063965698,0.0453797368339676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0733354063965698
ADILABAD,TELANGANA,2018,2,2018Q2,14,0,0,3226.4836,0.3159656127293904,476428.0,8.079458041375586,-1.1489619881832849,-0.0399356955902199,0.0393804494688594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0399356955902199
ADILABAD,TELANGANA,2018,3,2018Q3,15,0,0,3315.4043,0.1490168661500016,476502.0,8.106636432827884,-1.8970075502068864,0.0271783914522973,-0.7480455620236013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271783914522973
ADILABAD,TELANGANA,2018,4,2018Q4,16,0,0,3322.7218,0.2933162798484166,476501.0,8.108840458128608,-1.2231003080846894,0.002204025300724,0.6739072421221968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002204025300724
ADILABAD,TELANGANA,2019,1,2019Q1,17,0,0,3555.539,0.3091070403655369,475945.0,8.176543159950645,-1.1708377496006048,0.0677027018220375,0.0522625584840845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0677027018220375
ADILABAD,TELANGANA,2019,2,2019Q2,18,0,0,3393.0579,0.2692598948876062,476455.0,8.129781505165454,-1.3083712093029092,-0.0467616547851914,-0.1375334597023043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0467616547851914
ADILABAD,TELANGANA,2019,3,2019Q3,19,0,0,3402.192,0.1385973248397931,476012.0,8.132469093714484,-1.9689932518762097,0.0026875885490298,-0.6606220425733005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026875885490298
ADILABAD,TELANGANA,2019,4,2019Q4,20,0,0,3710.3296,0.2767268866300582,476360.0,8.219145474147048,-1.2811170703785146,0.0866763804325643,0.687876181497695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0866763804325643
ADILABAD,TELANGANA,2020,1,2020Q1,21,0,0,4171.3783,0.3181186169385909,468319.0,8.336241487944653,-1.1421924053797408,0.1170960137976049,0.1389246649987738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1170960137976049
ADILABAD,TELANGANA,2020,2,2020Q2,22,0,0,4165.5769,0.3213258286317189,476465.0,8.334850090390207,-1.132192354892856,-0.0013913975544461,0.0100000504868846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013913975544461
ADILABAD,TELANGANA,2020,3,2020Q3,23,0,0,3862.6872,0.1862450738747914,475989.0,8.259377239674635,-1.6753369646756353,-0.0754728507155721,-0.5431446097827792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0754728507155721
ADILABAD,TELANGANA,2020,4,2020Q4,24,0,0,4234.8301,0.355750024318695,476502.0,8.351334597323914,-1.0307199544578636,0.0919573576492798,0.6446170102177717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0919573576492798
ADILABAD,TELANGANA,2021,1,2021Q1,25,0,0,3936.0826,0.3907632529735565,476502.0,8.278195271165613,-0.9370975681368522,-0.0731393261583015,0.0936223863210113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0731393261583015
ADILABAD,TELANGANA,2021,2,2021Q2,26,0,0,3945.4972,0.3720730940500895,476471.0,8.280583679658784,-0.9859809159357078,0.0023884084931715,-0.0488833477988556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023884084931715
ADILABAD,TELANGANA,2021,3,2021Q3,27,0,0,3846.3742,0.1589627241094906,476486.0,8.255146168622286,-1.8328144652067253,-0.0254375110364986,-0.8468335492710177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0254375110364986
ADILABAD,TELANGANA,2021,4,2021Q4,28,0,0,3876.5085,0.4016626874605813,476502.0,8.262948087182398,-0.909656071338633,0.0078019185601121,0.9231583938680924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078019185601121
ADILABAD,TELANGANA,2022,1,2022Q1,29,0,0,3918.4123,0.4235033790270487,476502.0,8.273696998075474,-0.8568353132458111,0.010748910893076,0.0528207580928219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010748910893076
ADILABAD,TELANGANA,2022,2,2022Q2,30,0,0,3965.9083,0.3918852607409159,476502.0,8.285742304542595,-0.9342376671429852,0.0120453064671206,-0.0774023538971739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120453064671206
ADILABAD,TELANGANA,2022,3,2022Q3,31,0,0,3911.778,0.2744064529736836,476502.0,8.272002886637269,-1.2895072616850989,-0.0137394179053256,-0.3552695945421136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0137394179053256
ADILABAD,TELANGANA,2022,4,2022Q4,32,0,0,3715.9899,0.4061492383480072,476502.0,8.22066945304847,-0.8985754817621202,-0.0513334335887982,0.3909317799229784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0513334335887982
ADILABAD,TELANGANA,2023,1,2023Q1,33,0,0,2544.7776,0.4359267652034759,476502.0,7.842191422591748,-0.8279896832772773,-0.3784780304567228,0.0705857984848429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1625854252631841
ADILABAD,TELANGANA,2023,2,2023Q2,34,0,0,2659.7119,0.4513229827086129,476502.0,7.886348997547749,-0.79335879081423,0.0441575749560012,0.0346308924630472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441575749560012
ADILABAD,TELANGANA,2023,3,2023Q3,35,0,0,2726.7464,0.2332804705947636,476429.0,7.911231052765297,-1.4512362890773949,0.0248820552175477,-0.6578774982631647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248820552175477
ADILABAD,TELANGANA,2023,4,2023Q4,36,0,0,2770.1567,0.4650880297025043,476502.0,7.927020093246044,-0.7633807577557865,0.0157890404807474,0.6878555313216081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157890404807474
ADILABAD,TELANGANA,2024,1,2024Q1,37,0,0,2878.1069,0.4489899973074594,476502.0,7.965235420871085,-0.7985299246704676,0.0382153276250409,-0.035149166914681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382153276250409
ADILABAD,TELANGANA,2024,2,2024Q2,38,0,0,2896.8491,0.4893948833147683,476502.0,7.971724051131543,-0.7125443281120213,0.0064886302604572,0.0859855965584462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064886302604572
ADILABAD,TELANGANA,2024,3,2024Q3,39,0,0,2969.4104,0.2160790612300236,476502.0,7.9964554040686995,-1.5274936543309088,0.0247313529371568,-0.8149493262188875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247313529371568
ADILABAD,TELANGANA,2024,4,2024Q4,40,0,0,3093.4188,0.4662517011165618,476502.0,8.037355380731729,-0.7608871919541905,0.0408999766630291,0.7666064623767183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408999766630291
AGAR MALWA,MADHYA PRADESH,2015,1,2015Q1,1,0,0,428.5647,0.1882867614428202,99221.0,6.062772370358597,-1.6644921574816818,,,,,,,,,,,
AGAR MALWA,MADHYA PRADESH,2015,2,2015Q2,2,0,0,454.8512,0.1715989063183466,97654.0,6.12216644047233,-1.756784836863044,0.0593940701137327,-0.0922926793813623,0.0,0.0,,,,,,,0.0593940701137327
AGAR MALWA,MADHYA PRADESH,2015,3,2015Q3,3,0,0,461.343,0.1262124304970105,98461.0,6.136307039863616,-2.061896908817696,0.0141405993912862,-0.305112071954652,0.0,0.0,0.0,0.0,,,,,0.0141405993912862
AGAR MALWA,MADHYA PRADESH,2015,4,2015Q4,4,0,0,460.8911,0.1926313936710357,99225.0,6.135329149011046,-1.6417989598940357,-0.0009778908525701,0.4200979489236605,0.0,0.0,0.0,0.0,0.0,0.0,,,-0.0009778908525701
AGAR MALWA,MADHYA PRADESH,2016,1,2016Q1,5,0,0,512.1671,0.1473403473695118,97584.0,6.240601523126099,-1.9082460009647788,0.1052723741150529,-0.2664470410707431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1052723741150529
AGAR MALWA,MADHYA PRADESH,2016,2,2016Q2,6,0,0,499.1137,0.2034616221984227,99225.0,6.214835472570731,-1.5873749876222245,-0.0257660505553678,0.3208710133425545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0257660505553678
AGAR MALWA,MADHYA PRADESH,2017,2,2017Q2,10,0,0,641.2306,0.2804022232691447,99225.0,6.464947429227817,-1.2679702335898295,0.2501119566570864,0.3194047540323945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23070143420907063
AGAR MALWA,MADHYA PRADESH,2017,3,2017Q3,11,0,0,655.4251,0.2157122145096461,99209.0,6.486808597363581,-1.5291850060401118,0.0218611681357634,-0.261214772450282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218611681357634
AGAR MALWA,MADHYA PRADESH,2017,4,2017Q4,12,0,0,639.9214,0.2644175291061401,99225.0,6.462906828497276,-1.326451111389661,-0.0239017688663043,0.2027338946504506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0239017688663043
AGAR MALWA,MADHYA PRADESH,2018,1,2018Q1,13,0,0,700.4868,0.257502943277359,99225.0,6.553202082544379,-1.352848199112558,0.0902952540471027,-0.0263970877228969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0902952540471027
AGAR MALWA,MADHYA PRADESH,2018,2,2018Q2,14,0,0,751.116,0.3009896725416183,99225.0,6.622890567372861,-1.1973624590740528,0.0696884848284815,0.1554857400385052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696884848284815
AGAR MALWA,MADHYA PRADESH,2018,3,2018Q3,15,0,0,816.372,0.1249749759833018,99213.0,6.706094315588728,-2.071671995062036,0.0832037482158671,-0.8743095359879833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0832037482158671
AGAR MALWA,MADHYA PRADESH,2018,4,2018Q4,16,0,0,793.3046,0.2888901929060618,99225.0,6.677467014885064,-1.2382530728573045,-0.0286273007036639,0.8334189222047317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0286273007036639
AGAR MALWA,MADHYA PRADESH,2019,1,2019Q1,17,0,0,843.1244,0.2747007409731547,99225.0,6.738299877099552,-1.2884392733493428,0.0608328622144878,-0.0501862004920383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0608328622144878
AGAR MALWA,MADHYA PRADESH,2019,2,2019Q2,18,0,0,853.2051,0.344487468401591,99225.0,6.750171328888255,-1.062798907339335,0.0118714517887035,0.2256403660100079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118714517887035
AGAR MALWA,MADHYA PRADESH,2019,3,2019Q3,19,0,0,866.3657,0.1789941787719725,99220.0,6.765460687156179,-1.7148307687705893,0.0152893582679238,-0.6520318614312544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152893582679238
AGAR MALWA,MADHYA PRADESH,2019,4,2019Q4,20,0,0,839.0068,0.2389829158782958,99225.0,6.733409987042688,-1.4271875420142697,-0.0320507001134906,0.2876432267563196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0320507001134906
AGAR MALWA,MADHYA PRADESH,2020,1,2020Q1,21,0,0,872.3958,0.2965266754229863,99223.0,6.772388832246676,-1.2122513927287957,0.0389788452039878,0.2149361492854742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389788452039878
AGAR MALWA,MADHYA PRADESH,2020,2,2020Q2,22,1,0,975.3333,0.3023378700017929,99219.0,6.883804024018278,-1.192908012201325,0.1114151917716013,0.0193433805274705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1114151917716013
AGAR MALWA,MADHYA PRADESH,2020,3,2020Q3,23,0,0,992.4582,0.1811552941799163,99223.0,6.901191987629153,-1.7028956910039283,0.0173879636108758,-0.5099876788026034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173879636108758
AGAR MALWA,MADHYA PRADESH,2020,4,2020Q4,24,0,0,996.126,0.3308305243651072,99225.0,6.90487714111408,-1.1031309091789898,0.0036851534849269,0.5997647818249385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0036851534849269
AGAR MALWA,MADHYA PRADESH,2021,1,2021Q1,25,0,0,1052.581,0.3108174304167429,99225.0,6.959950116857204,-1.165337421365649,0.0550729757431236,-0.0622065121866595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0550729757431236
AGAR MALWA,MADHYA PRADESH,2021,2,2021Q2,26,0,0,1007.7153,0.3512482742468516,99225.0,6.916432819983825,-1.043419027443591,-0.0435172968733788,0.1219183939220582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0435172968733788
AGAR MALWA,MADHYA PRADESH,2021,3,2021Q3,27,0,0,1006.0723,0.2886429727077484,99225.0,6.914802687559325,-1.2391062430569686,-0.0016301324245002,-0.1956872156133775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016301324245002
AGAR MALWA,MADHYA PRADESH,2021,4,2021Q4,28,0,0,975.0843,0.3260526061058044,99225.0,6.883548955633984,-1.1176342460825714,-0.0312537319253412,0.1214719969743971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0312537319253412
AGAR MALWA,MADHYA PRADESH,2022,1,2022Q1,29,0,0,1069.0241,0.3450938761234283,99225.0,6.975436450566791,-1.0610452224487557,0.0918874949328074,0.0565890236338157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0918874949328074
AGAR MALWA,MADHYA PRADESH,2022,2,2022Q2,30,1,0,1049.9401,0.4058580001195271,99225.0,6.957440375913093,-0.8992910484724492,-0.0179960746536984,0.1617541739763064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0179960746536984
AGAR MALWA,MADHYA PRADESH,2022,3,2022Q3,31,0,0,1069.4476,0.1681770732005436,99225.0,6.975832157742481,-1.776809342169949,0.0183917818293881,-0.8775182936974995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183917818293881
AGAR MALWA,MADHYA PRADESH,2022,4,2022Q4,32,0,0,1115.5336,0.3512223561604817,99225.0,7.017984164871283,-1.0434926091807506,0.0421520071288021,0.7333167329891981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0421520071288021
AGAR MALWA,MADHYA PRADESH,2023,1,2023Q1,33,0,0,1040.0878,0.3409055272738139,99225.0,6.948021407037251,-1.073220816121215,-0.0699627578340322,-0.029728206940464,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0699627578340322
AGAR MALWA,MADHYA PRADESH,2023,2,2023Q2,34,0,0,1074.9925,0.3916134834289551,99225.0,6.980998770437214,-0.9349296537943272,0.0329773633999632,0.1382911623268875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0329773633999632
AGAR MALWA,MADHYA PRADESH,2023,3,2023Q3,35,0,0,1130.2457,0.3134200870990753,99223.0,7.031074693901939,-1.1570253302037472,0.0500759234647247,-0.22209567640942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500759234647247
AGAR MALWA,MADHYA PRADESH,2023,4,2023Q4,36,0,0,1097.549,0.3840227723121643,99225.0,7.001745497111127,-0.9544527975808134,-0.0293291967908118,0.2025725326229338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0293291967908118
AGAR MALWA,MADHYA PRADESH,2024,1,2024Q1,37,0,0,1212.6592,0.3746824860572815,99225.0,7.101395207332399,-0.9790109443179802,0.0996497102212714,-0.0245581467371668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0996497102212714
AGAR MALWA,MADHYA PRADESH,2024,2,2024Q2,38,0,0,1188.5549,0.4108905990918477,99225.0,7.081334482524111,-0.8869975010784212,-0.020060724808288,0.0920134432395589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020060724808288
AGAR MALWA,MADHYA PRADESH,2024,3,2024Q3,39,0,0,1217.6717,0.3148341476917266,99225.0,7.105516774094339,-1.152538052253528,0.0241822915702281,-0.2655405511751068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241822915702281
AGAR MALWA,MADHYA PRADESH,2024,4,2024Q4,40,0,0,1225.2371,0.4241474270820617,99225.0,7.111705490946563,-0.855319282957283,0.0061887168522245,0.297218769296245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061887168522245
AGRA,UTTAR PRADESH,2015,1,2015Q1,1,0,0,23930.1177,1.014936089515686,137886.0,10.082934886873945,0.0158104431577551,,,,,,,,,,,
AGRA,UTTAR PRADESH,2015,2,2015Q2,2,0,0,24284.0476,0.7859396735827128,137886.0,10.097616114835573,-0.2396036871460873,0.0146812279616295,-0.2554141303038424,0.0,0.0,,,,,,,0.0146812279616295
AGRA,UTTAR PRADESH,2015,3,2015Q3,3,1,0,25296.869,0.5386074582735697,137827.0,10.138475441919118,-0.6169133328879236,0.0408593270835453,-0.3773096457418362,0.0,0.0,0.0,0.0,,,,,0.0408593270835453
AGRA,UTTAR PRADESH,2015,4,2015Q4,4,0,0,25519.9704,1.1410470008850098,137886.0,10.14725576181416,0.1328222670287719,0.0087803198950435,0.7497355999166956,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0087803198950435
AGRA,UTTAR PRADESH,2016,1,2016Q1,5,0,0,27540.6365,0.9217044711112976,137808.0,10.223454193175142,-0.0804462787268077,0.0761984313609804,-0.2132685457555797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0761984313609804
AGRA,UTTAR PRADESH,2016,2,2016Q2,6,0,0,26788.8479,0.7410648862520853,137886.0,10.195778285030936,-0.298318591859,-0.0276759081442055,-0.2178723131321922,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0276759081442055
AGRA,UTTAR PRADESH,2017,2,2017Q2,10,0,0,31599.0285,0.923706312974294,137886.0,10.360913301473332,-0.078279091370595,0.1651350164423952,0.220039500488405,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1651350164423952
AGRA,UTTAR PRADESH,2017,3,2017Q3,11,0,0,32429.4285,0.771910548210144,137886.0,10.386852412288386,-0.2575919573881809,0.0259391108150541,-0.1793128660175859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259391108150541
AGRA,UTTAR PRADESH,2017,4,2017Q4,12,0,0,33028.7272,1.233033339182536,137886.0,10.405163259192388,0.2102879422839894,0.0183108469040007,0.4678798996721703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183108469040007
AGRA,UTTAR PRADESH,2018,1,2018Q1,13,0,0,33978.7713,1.130851109822591,137886.0,10.433520664773608,0.1238544427050963,0.0283574055812216,-0.0864334995788931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283574055812216
AGRA,UTTAR PRADESH,2018,2,2018Q2,14,0,0,33638.3154,0.8857687513033549,137886.0,10.423450763106915,-0.1201710394529063,-0.0100699016666929,-0.2440254821580026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0100699016666929
AGRA,UTTAR PRADESH,2018,3,2018Q3,15,1,0,34527.8967,0.6829200585683187,137886.0,10.449551837947702,-0.3799142416279495,0.0261010748407866,-0.2597432021750432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261010748407866
AGRA,UTTAR PRADESH,2018,4,2018Q4,16,0,0,35479.1367,1.1428385575612383,137886.0,10.476728289290952,0.1343897619861954,0.0271764513432515,0.514304003614145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271764513432515
AGRA,UTTAR PRADESH,2019,1,2019Q1,17,0,0,36433.8053,1.103596806526184,137886.0,10.50327978632724,0.0994803874126775,0.0265514970362854,-0.0349093745735179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0265514970362854
AGRA,UTTAR PRADESH,2019,2,2019Q2,18,0,0,37045.0864,0.935384770234426,137886.0,10.519917994915549,-0.065728807664212,0.0166382085883078,-0.1652091950768895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0166382085883078
AGRA,UTTAR PRADESH,2019,3,2019Q3,19,0,0,38222.4361,0.6625257730484009,137883.0,10.55120411694526,-0.4101875818822958,0.031286122029714,-0.3444587742180838,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.031286122029714
AGRA,UTTAR PRADESH,2019,4,2019Q4,20,0,0,39428.6693,0.9515695571899414,137886.0,10.58227383982154,-0.0485921487263454,0.0310697228762784,0.3615954331559504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310697228762784
AGRA,UTTAR PRADESH,2020,1,2020Q1,21,0,0,39178.4368,0.960664431254069,137886.0,10.575907316714256,-0.0390897132299142,-0.0063665231072835,0.0095024354964312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0063665231072835
AGRA,UTTAR PRADESH,2020,2,2020Q2,22,1,0,40566.459,0.8357839981714884,137886.0,10.610721521751938,-0.1781893084983335,0.0348142050376818,-0.1390995952684192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348142050376818
AGRA,UTTAR PRADESH,2020,3,2020Q3,23,0,0,42089.4409,0.6961104273796082,137886.0,10.647575936882005,-0.3608114483752791,0.0368544151300653,-0.1826221398769456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368544151300653
AGRA,UTTAR PRADESH,2020,4,2020Q4,24,0,0,43464.8969,0.9325862924257914,137886.0,10.67973193029394,-0.0687218806092341,0.032155993411937,0.292089567766045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.032155993411937
AGRA,UTTAR PRADESH,2021,1,2021Q1,25,0,0,44655.724,0.9353472193082174,137886.0,10.706760168471622,-0.0657689104941132,0.0270282381776816,0.0029529701151208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0270282381776816
AGRA,UTTAR PRADESH,2021,2,2021Q2,26,1,0,44528.7157,0.9140984018643696,137886.0,10.703912013835453,-0.0887236764677828,-0.0028481546361689,-0.0229547659736695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0028481546361689
AGRA,UTTAR PRADESH,2021,3,2021Q3,27,0,0,45002.2629,0.7415336767832438,137886.0,10.714490275012704,-0.2976870533968031,0.0105782611772511,-0.2089633769290202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105782611772511
AGRA,UTTAR PRADESH,2021,4,2021Q4,28,0,0,45940.0545,1.015368680159251,137886.0,10.735114429832503,0.0162361575058717,0.0206241548198011,0.3139232109026749,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0206241548198011
AGRA,UTTAR PRADESH,2022,1,2022Q1,29,0,0,46717.6531,1.0466995636622112,137886.0,10.751898787891331,0.0465968689046243,0.0167843580588282,0.0303607113987525,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0167843580588282
AGRA,UTTAR PRADESH,2022,2,2022Q2,30,0,0,47616.7258,0.9760242501894631,137886.0,10.770960361655586,-0.023243806173223,0.0190615737642527,-0.0698406750778473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0190615737642527
AGRA,UTTAR PRADESH,2022,3,2022Q3,31,1,0,49274.4616,0.5640142417202393,137884.0,10.80518149981063,-0.5709043415688824,0.0342211381550434,-0.5476605353956593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342211381550434
AGRA,UTTAR PRADESH,2022,4,2022Q4,32,0,0,50159.0615,1.0185033877690632,137886.0,10.822974401382606,0.0193156339979779,0.0177929015719762,0.5902199755668603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177929015719762
AGRA,UTTAR PRADESH,2023,1,2023Q1,33,0,0,49583.007,1.0088626344998677,137886.0,10.811423621202092,0.0098143161579131,-0.0115507801805136,-0.0095013178400648,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0115507801805136
AGRA,UTTAR PRADESH,2023,2,2023Q2,34,0,0,50522.505,1.042139987150828,137886.0,10.830193952521828,0.0422353828809745,0.018770331319736,0.0324210667230614,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.018770331319736
AGRA,UTTAR PRADESH,2023,3,2023Q3,35,0,0,52373.8737,0.838548501332601,137886.0,10.866182245765684,-0.1748910300624031,0.0359882932438555,-0.2171264129433777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0359882932438555
AGRA,UTTAR PRADESH,2023,4,2023Q4,36,0,0,53604.2465,1.066838224728902,137886.0,10.889402224731404,0.0656362540915725,0.0232199789657201,0.2405272841539756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232199789657201
