hypothesis,specification,variable,coefficient,std_error,t_statistic,p_value,ci_lower_95,ci_upper_95,n_obs,r_squared,r_squared_adj,district_fe_count,quarter_fe_count,se_type,significance
H1,lights_change_qt ~ flood_ruleA + district_FE + quarter_FE,flood_exposure_ruleA_qt,-0.014896,0.002806,-5.309,0.0,-0.020396,-0.009396,22464,0.5549,0.5415,624,36,clustered_by_district_state_id,***
