district_gadm,state_gadm,quarter,year,q,quarter_num,deposits,district_rbi,state_rbi
Ahmadnagar,Maharashtra,2004Q1,2004,1,1,204,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2004Q2,2004,2,2,205,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2004Q3,2004,3,3,205,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2004Q4,2004,4,4,208,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2005Q1,2005,1,5,208,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2005Q2,2005,2,6,208,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2005Q3,2005,3,7,208,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2005Q4,2005,4,8,209,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2006Q1,2006,1,9,209,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2006Q2,2006,2,10,211,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2006Q3,2006,3,11,211,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2006Q4,2006,4,12,212,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2007Q1,2007,1,13,212,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2007Q2,2007,2,14,213,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2007Q3,2007,3,15,214,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2007Q4,2007,4,16,214,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2008Q1,2008,1,17,216,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2008Q2,2008,2,18,221,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2008Q3,2008,3,19,225,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2008Q4,2008,4,20,227,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2009Q1,2009,1,21,230,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2009Q2,2009,2,22,235,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2009Q3,2009,3,23,241,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2009Q4,2009,4,24,247,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2010Q1,2010,1,25,255,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2010Q2,2010,2,26,256,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2010Q3,2010,3,27,256,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2010Q4,2010,4,28,258,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2011Q1,2011,1,29,266,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2011Q2,2011,2,30,268,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2011Q3,2011,3,31,271,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2011Q4,2011,4,32,272,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2012Q1,2012,1,33,285,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2012Q2,2012,2,34,289,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2012Q3,2012,3,35,305,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2012Q4,2012,4,36,308,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2013Q1,2013,1,37,314,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2013Q2,2013,2,38,316,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2013Q3,2013,3,39,331,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2013Q4,2013,4,40,336,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2014Q1,2014,1,41,344,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2014Q2,2014,2,42,347,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2014Q3,2014,3,43,353,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2014Q4,2014,4,44,358,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2015Q1,2015,1,45,362,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2015Q2,2015,2,46,368,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2015Q3,2015,3,47,375,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2015Q4,2015,4,48,378,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2016Q1,2016,1,49,384,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2016Q2,2016,2,50,389,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2017Q2,2017,2,51,399,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2017Q3,2017,3,52,392,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2017Q4,2017,4,53,399,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2018Q1,2018,1,54,406,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2018Q2,2018,2,55,406,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2018Q3,2018,3,56,407,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2018Q4,2018,4,57,410,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2019Q1,2019,1,58,407,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2019Q2,2019,2,59,429,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2019Q3,2019,3,60,433,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2019Q4,2019,4,61,432,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2020Q1,2020,1,62,439,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2020Q2,2020,2,63,440,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2020Q3,2020,3,64,438,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2020Q4,2020,4,65,441,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2021Q1,2021,1,66,444,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2021Q2,2021,2,67,448,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2021Q3,2021,3,68,452,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2021Q4,2021,4,69,452,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2022Q1,2022,1,70,450,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2022Q2,2022,2,71,454,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2022Q3,2022,3,72,454,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2022Q4,2022,4,73,452,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2023Q1,2023,1,74,28376.991,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2023Q2,2023,2,75,29814.3732,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2023Q3,2023,3,76,31507.1602,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2023Q4,2023,4,77,32731.1233,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2024Q1,2024,1,78,34612.022300000004,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2024Q2,2024,2,79,32999.7619,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2024Q3,2024,3,80,34817.666,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2024Q4,2024,4,81,35865.4384,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2025Q1,2025,1,82,38158.5852,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2025Q2,2025,2,83,37942.8254,AHMADNAGAR,MAHARASHTRA
Ahmadnagar,Maharashtra,2025Q3,2025,3,84,38962.5317,AHMADNAGAR,MAHARASHTRA
Aizawl,Mizoram,2004Q1,2004,1,1,25,AIZAWL,MIZORAM
Aizawl,Mizoram,2004Q2,2004,2,2,25,AIZAWL,MIZORAM
Aizawl,Mizoram,2004Q3,2004,3,3,25,AIZAWL,MIZORAM
Aizawl,Mizoram,2004Q4,2004,4,4,26,AIZAWL,MIZORAM
Aizawl,Mizoram,2005Q1,2005,1,5,26,AIZAWL,MIZORAM
Aizawl,Mizoram,2005Q2,2005,2,6,26,AIZAWL,MIZORAM
Aizawl,Mizoram,2005Q3,2005,3,7,26,AIZAWL,MIZORAM
Aizawl,Mizoram,2005Q4,2005,4,8,26,AIZAWL,MIZORAM
Aizawl,Mizoram,2006Q1,2006,1,9,26,AIZAWL,MIZORAM
Aizawl,Mizoram,2006Q2,2006,2,10,26,AIZAWL,MIZORAM
Aizawl,Mizoram,2006Q3,2006,3,11,26,AIZAWL,MIZORAM
Aizawl,Mizoram,2006Q4,2006,4,12,28,AIZAWL,MIZORAM
Aizawl,Mizoram,2007Q1,2007,1,13,30,AIZAWL,MIZORAM
Aizawl,Mizoram,2007Q2,2007,2,14,29,AIZAWL,MIZORAM
Aizawl,Mizoram,2007Q3,2007,3,15,32,AIZAWL,MIZORAM
Aizawl,Mizoram,2007Q4,2007,4,16,33,AIZAWL,MIZORAM
Aizawl,Mizoram,2008Q1,2008,1,17,35,AIZAWL,MIZORAM
Aizawl,Mizoram,2008Q2,2008,2,18,37,AIZAWL,MIZORAM
Aizawl,Mizoram,2008Q3,2008,3,19,37,AIZAWL,MIZORAM
Aizawl,Mizoram,2008Q4,2008,4,20,39,AIZAWL,MIZORAM
Aizawl,Mizoram,2009Q1,2009,1,21,40,AIZAWL,MIZORAM
Aizawl,Mizoram,2009Q2,2009,2,22,40,AIZAWL,MIZORAM
Aizawl,Mizoram,2009Q3,2009,3,23,40,AIZAWL,MIZORAM
Aizawl,Mizoram,2009Q4,2009,4,24,43,AIZAWL,MIZORAM
Aizawl,Mizoram,2010Q1,2010,1,25,44,AIZAWL,MIZORAM
Aizawl,Mizoram,2010Q2,2010,2,26,42,AIZAWL,MIZORAM
Aizawl,Mizoram,2010Q3,2010,3,27,42,AIZAWL,MIZORAM
Aizawl,Mizoram,2010Q4,2010,4,28,43,AIZAWL,MIZORAM
Aizawl,Mizoram,2011Q1,2011,1,29,43,AIZAWL,MIZORAM
Aizawl,Mizoram,2011Q2,2011,2,30,43,AIZAWL,MIZORAM
Aizawl,Mizoram,2011Q3,2011,3,31,45,AIZAWL,MIZORAM
Aizawl,Mizoram,2011Q4,2011,4,32,45,AIZAWL,MIZORAM
Aizawl,Mizoram,2012Q1,2012,1,33,45,AIZAWL,MIZORAM
Aizawl,Mizoram,2012Q2,2012,2,34,46,AIZAWL,MIZORAM
Aizawl,Mizoram,2012Q3,2012,3,35,47,AIZAWL,MIZORAM
Aizawl,Mizoram,2012Q4,2012,4,36,47,AIZAWL,MIZORAM
Aizawl,Mizoram,2013Q1,2013,1,37,51,AIZAWL,MIZORAM
Aizawl,Mizoram,2013Q2,2013,2,38,52,AIZAWL,MIZORAM
Aizawl,Mizoram,2013Q3,2013,3,39,56,AIZAWL,MIZORAM
Aizawl,Mizoram,2013Q4,2013,4,40,56,AIZAWL,MIZORAM
Aizawl,Mizoram,2014Q1,2014,1,41,57,AIZAWL,MIZORAM
Aizawl,Mizoram,2014Q2,2014,2,42,59,AIZAWL,MIZORAM
Aizawl,Mizoram,2014Q3,2014,3,43,62,AIZAWL,MIZORAM
Aizawl,Mizoram,2014Q4,2014,4,44,66,AIZAWL,MIZORAM
Aizawl,Mizoram,2015Q1,2015,1,45,68,AIZAWL,MIZORAM
Aizawl,Mizoram,2015Q2,2015,2,46,69,AIZAWL,MIZORAM
Aizawl,Mizoram,2015Q3,2015,3,47,70,AIZAWL,MIZORAM
Aizawl,Mizoram,2015Q4,2015,4,48,70,AIZAWL,MIZORAM
Aizawl,Mizoram,2016Q1,2016,1,49,78,AIZAWL,MIZORAM
Aizawl,Mizoram,2016Q2,2016,2,50,79,AIZAWL,MIZORAM
Aizawl,Mizoram,2017Q2,2017,2,51,92,AIZAWL,MIZORAM
Aizawl,Mizoram,2017Q3,2017,3,52,94,AIZAWL,MIZORAM
Aizawl,Mizoram,2017Q4,2017,4,53,94,AIZAWL,MIZORAM
Aizawl,Mizoram,2018Q1,2018,1,54,94,AIZAWL,MIZORAM
Aizawl,Mizoram,2018Q2,2018,2,55,94,AIZAWL,MIZORAM
Aizawl,Mizoram,2018Q3,2018,3,56,93,AIZAWL,MIZORAM
Aizawl,Mizoram,2018Q4,2018,4,57,94,AIZAWL,MIZORAM
Aizawl,Mizoram,2019Q1,2019,1,58,94,AIZAWL,MIZORAM
Aizawl,Mizoram,2019Q2,2019,2,59,99,AIZAWL,MIZORAM
Aizawl,Mizoram,2019Q3,2019,3,60,100,AIZAWL,MIZORAM
Aizawl,Mizoram,2019Q4,2019,4,61,99,AIZAWL,MIZORAM
Aizawl,Mizoram,2020Q1,2020,1,62,95,AIZAWL,MIZORAM
Aizawl,Mizoram,2020Q2,2020,2,63,94,AIZAWL,MIZORAM
Aizawl,Mizoram,2020Q3,2020,3,64,94,AIZAWL,MIZORAM
Aizawl,Mizoram,2020Q4,2020,4,65,94,AIZAWL,MIZORAM
Aizawl,Mizoram,2021Q1,2021,1,66,96,AIZAWL,MIZORAM
Aizawl,Mizoram,2021Q2,2021,2,67,96,AIZAWL,MIZORAM
Aizawl,Mizoram,2021Q3,2021,3,68,97,AIZAWL,MIZORAM
Aizawl,Mizoram,2021Q4,2021,4,69,99,AIZAWL,MIZORAM
Aizawl,Mizoram,2022Q1,2022,1,70,101,AIZAWL,MIZORAM
Aizawl,Mizoram,2022Q2,2022,2,71,102,AIZAWL,MIZORAM
Aizawl,Mizoram,2022Q3,2022,3,72,101,AIZAWL,MIZORAM
Aizawl,Mizoram,2022Q4,2022,4,73,103,AIZAWL,MIZORAM
Aizawl,Mizoram,2023Q1,2023,1,74,7714.4938,AIZAWL,MIZORAM
Aizawl,Mizoram,2023Q2,2023,2,75,7826.3647,AIZAWL,MIZORAM
Aizawl,Mizoram,2023Q3,2023,3,76,7808.0583,AIZAWL,MIZORAM
Aizawl,Mizoram,2023Q4,2023,4,77,7702.2161,AIZAWL,MIZORAM
Aizawl,Mizoram,2024Q1,2024,1,78,8237.7053,AIZAWL,MIZORAM
Aizawl,Mizoram,2024Q2,2024,2,79,8142.191900000001,AIZAWL,MIZORAM
Aizawl,Mizoram,2024Q3,2024,3,80,8257.9135,AIZAWL,MIZORAM
Aizawl,Mizoram,2024Q4,2024,4,81,8685.5459,AIZAWL,MIZORAM
Aizawl,Mizoram,2025Q1,2025,1,82,9176.1119,AIZAWL,MIZORAM
Aizawl,Mizoram,2025Q2,2025,2,83,9668.6484,AIZAWL,MIZORAM
Aizawl,Mizoram,2025Q3,2025,3,84,10093.792300000001,AIZAWL,MIZORAM
Ajmer,Rajasthan,2004Q1,2004,1,1,160,AJMER,RAJASTHAN
Ajmer,Rajasthan,2004Q2,2004,2,2,160,AJMER,RAJASTHAN
Ajmer,Rajasthan,2004Q3,2004,3,3,160,AJMER,RAJASTHAN
Ajmer,Rajasthan,2004Q4,2004,4,4,160,AJMER,RAJASTHAN
Ajmer,Rajasthan,2005Q1,2005,1,5,162,AJMER,RAJASTHAN
Ajmer,Rajasthan,2005Q2,2005,2,6,163,AJMER,RAJASTHAN
Ajmer,Rajasthan,2005Q3,2005,3,7,164,AJMER,RAJASTHAN
Ajmer,Rajasthan,2005Q4,2005,4,8,164,AJMER,RAJASTHAN
Ajmer,Rajasthan,2006Q1,2006,1,9,164,AJMER,RAJASTHAN
Ajmer,Rajasthan,2006Q2,2006,2,10,165,AJMER,RAJASTHAN
Ajmer,Rajasthan,2006Q3,2006,3,11,167,AJMER,RAJASTHAN
Ajmer,Rajasthan,2006Q4,2006,4,12,168,AJMER,RAJASTHAN
Ajmer,Rajasthan,2007Q1,2007,1,13,171,AJMER,RAJASTHAN
Ajmer,Rajasthan,2007Q2,2007,2,14,175,AJMER,RAJASTHAN
Ajmer,Rajasthan,2007Q3,2007,3,15,175,AJMER,RAJASTHAN
Ajmer,Rajasthan,2007Q4,2007,4,16,178,AJMER,RAJASTHAN
Ajmer,Rajasthan,2008Q1,2008,1,17,180,AJMER,RAJASTHAN
Ajmer,Rajasthan,2008Q2,2008,2,18,184,AJMER,RAJASTHAN
Ajmer,Rajasthan,2008Q3,2008,3,19,188,AJMER,RAJASTHAN
Ajmer,Rajasthan,2008Q4,2008,4,20,188,AJMER,RAJASTHAN
Ajmer,Rajasthan,2009Q1,2009,1,21,191,AJMER,RAJASTHAN
Ajmer,Rajasthan,2009Q2,2009,2,22,192,AJMER,RAJASTHAN
Ajmer,Rajasthan,2009Q3,2009,3,23,197,AJMER,RAJASTHAN
Ajmer,Rajasthan,2009Q4,2009,4,24,199,AJMER,RAJASTHAN
Ajmer,Rajasthan,2010Q1,2010,1,25,201,AJMER,RAJASTHAN
Ajmer,Rajasthan,2010Q2,2010,2,26,201,AJMER,RAJASTHAN
Ajmer,Rajasthan,2010Q3,2010,3,27,203,AJMER,RAJASTHAN
Ajmer,Rajasthan,2010Q4,2010,4,28,206,AJMER,RAJASTHAN
Ajmer,Rajasthan,2011Q1,2011,1,29,210,AJMER,RAJASTHAN
Ajmer,Rajasthan,2011Q2,2011,2,30,213,AJMER,RAJASTHAN
Ajmer,Rajasthan,2011Q3,2011,3,31,218,AJMER,RAJASTHAN
Ajmer,Rajasthan,2011Q4,2011,4,32,219,AJMER,RAJASTHAN
Ajmer,Rajasthan,2012Q1,2012,1,33,233,AJMER,RAJASTHAN
Ajmer,Rajasthan,2012Q2,2012,2,34,239,AJMER,RAJASTHAN
Ajmer,Rajasthan,2012Q3,2012,3,35,243,AJMER,RAJASTHAN
Ajmer,Rajasthan,2012Q4,2012,4,36,244,AJMER,RAJASTHAN
Ajmer,Rajasthan,2013Q1,2013,1,37,246,AJMER,RAJASTHAN
Ajmer,Rajasthan,2013Q2,2013,2,38,249,AJMER,RAJASTHAN
Ajmer,Rajasthan,2013Q3,2013,3,39,252,AJMER,RAJASTHAN
Ajmer,Rajasthan,2013Q4,2013,4,40,256,AJMER,RAJASTHAN
Ajmer,Rajasthan,2014Q1,2014,1,41,260,AJMER,RAJASTHAN
Ajmer,Rajasthan,2014Q2,2014,2,42,265,AJMER,RAJASTHAN
Ajmer,Rajasthan,2014Q3,2014,3,43,275,AJMER,RAJASTHAN
Ajmer,Rajasthan,2014Q4,2014,4,44,279,AJMER,RAJASTHAN
Ajmer,Rajasthan,2015Q1,2015,1,45,289,AJMER,RAJASTHAN
Ajmer,Rajasthan,2015Q2,2015,2,46,290,AJMER,RAJASTHAN
Ajmer,Rajasthan,2015Q3,2015,3,47,291,AJMER,RAJASTHAN
Ajmer,Rajasthan,2015Q4,2015,4,48,296,AJMER,RAJASTHAN
Ajmer,Rajasthan,2016Q1,2016,1,49,297,AJMER,RAJASTHAN
Ajmer,Rajasthan,2016Q2,2016,2,50,301,AJMER,RAJASTHAN
Ajmer,Rajasthan,2017Q2,2017,2,51,313,AJMER,RAJASTHAN
Ajmer,Rajasthan,2017Q3,2017,3,52,315,AJMER,RAJASTHAN
Ajmer,Rajasthan,2017Q4,2017,4,53,330,AJMER,RAJASTHAN
Ajmer,Rajasthan,2018Q1,2018,1,54,334,AJMER,RAJASTHAN
Ajmer,Rajasthan,2018Q2,2018,2,55,336,AJMER,RAJASTHAN
Ajmer,Rajasthan,2018Q3,2018,3,56,335,AJMER,RAJASTHAN
Ajmer,Rajasthan,2018Q4,2018,4,57,337,AJMER,RAJASTHAN
Ajmer,Rajasthan,2019Q1,2019,1,58,336,AJMER,RAJASTHAN
Ajmer,Rajasthan,2019Q2,2019,2,59,343,AJMER,RAJASTHAN
Ajmer,Rajasthan,2019Q3,2019,3,60,346,AJMER,RAJASTHAN
Ajmer,Rajasthan,2019Q4,2019,4,61,347,AJMER,RAJASTHAN
Ajmer,Rajasthan,2020Q1,2020,1,62,350,AJMER,RAJASTHAN
Ajmer,Rajasthan,2020Q2,2020,2,63,348,AJMER,RAJASTHAN
Ajmer,Rajasthan,2020Q3,2020,3,64,353,AJMER,RAJASTHAN
Ajmer,Rajasthan,2020Q4,2020,4,65,351,AJMER,RAJASTHAN
Ajmer,Rajasthan,2021Q1,2021,1,66,350,AJMER,RAJASTHAN
Ajmer,Rajasthan,2021Q2,2021,2,67,349,AJMER,RAJASTHAN
Ajmer,Rajasthan,2021Q3,2021,3,68,351,AJMER,RAJASTHAN
Ajmer,Rajasthan,2021Q4,2021,4,69,357,AJMER,RAJASTHAN
Ajmer,Rajasthan,2022Q1,2022,1,70,364,AJMER,RAJASTHAN
Ajmer,Rajasthan,2022Q2,2022,2,71,369,AJMER,RAJASTHAN
Ajmer,Rajasthan,2022Q3,2022,3,72,372,AJMER,RAJASTHAN
Ajmer,Rajasthan,2022Q4,2022,4,73,377,AJMER,RAJASTHAN
Ajmer,Rajasthan,2023Q1,2023,1,74,32127.2031,AJMER,RAJASTHAN
Ajmer,Rajasthan,2023Q2,2023,2,75,32662.7101,AJMER,RAJASTHAN
Ajmer,Rajasthan,2023Q3,2023,3,76,33855.1232,AJMER,RAJASTHAN
Ajmer,Rajasthan,2023Q4,2023,4,77,27834.862399999998,AJMER,RAJASTHAN
Ajmer,Rajasthan,2024Q1,2024,1,78,28725.4856,AJMER,RAJASTHAN
Ajmer,Rajasthan,2024Q2,2024,2,79,29074.0496,AJMER,RAJASTHAN
Ajmer,Rajasthan,2024Q3,2024,3,80,29924.6922,AJMER,RAJASTHAN
Ajmer,Rajasthan,2024Q4,2024,4,81,30382.5887,AJMER,RAJASTHAN
Ajmer,Rajasthan,2025Q1,2025,1,82,31009.1638,AJMER,RAJASTHAN
Ajmer,Rajasthan,2025Q2,2025,2,83,33863.3687,AJMER,RAJASTHAN
Ajmer,Rajasthan,2025Q3,2025,3,84,34873.8739,AJMER,RAJASTHAN
Akola,Maharashtra,2004Q1,2004,1,1,103,AKOLA,MAHARASHTRA
Akola,Maharashtra,2004Q2,2004,2,2,103,AKOLA,MAHARASHTRA
Akola,Maharashtra,2004Q3,2004,3,3,102,AKOLA,MAHARASHTRA
Akola,Maharashtra,2004Q4,2004,4,4,102,AKOLA,MAHARASHTRA
Akola,Maharashtra,2005Q1,2005,1,5,102,AKOLA,MAHARASHTRA
Akola,Maharashtra,2005Q2,2005,2,6,103,AKOLA,MAHARASHTRA
Akola,Maharashtra,2005Q3,2005,3,7,103,AKOLA,MAHARASHTRA
Akola,Maharashtra,2005Q4,2005,4,8,102,AKOLA,MAHARASHTRA
Akola,Maharashtra,2006Q1,2006,1,9,103,AKOLA,MAHARASHTRA
Akola,Maharashtra,2006Q2,2006,2,10,104,AKOLA,MAHARASHTRA
Akola,Maharashtra,2006Q3,2006,3,11,109,AKOLA,MAHARASHTRA
Akola,Maharashtra,2006Q4,2006,4,12,109,AKOLA,MAHARASHTRA
Akola,Maharashtra,2007Q1,2007,1,13,110,AKOLA,MAHARASHTRA
Akola,Maharashtra,2007Q2,2007,2,14,110,AKOLA,MAHARASHTRA
Akola,Maharashtra,2007Q3,2007,3,15,112,AKOLA,MAHARASHTRA
Akola,Maharashtra,2007Q4,2007,4,16,112,AKOLA,MAHARASHTRA
Akola,Maharashtra,2008Q1,2008,1,17,111,AKOLA,MAHARASHTRA
Akola,Maharashtra,2008Q2,2008,2,18,111,AKOLA,MAHARASHTRA
Akola,Maharashtra,2008Q3,2008,3,19,113,AKOLA,MAHARASHTRA
Akola,Maharashtra,2008Q4,2008,4,20,113,AKOLA,MAHARASHTRA
Akola,Maharashtra,2009Q1,2009,1,21,115,AKOLA,MAHARASHTRA
Akola,Maharashtra,2009Q2,2009,2,22,118,AKOLA,MAHARASHTRA
Akola,Maharashtra,2009Q3,2009,3,23,118,AKOLA,MAHARASHTRA
Akola,Maharashtra,2009Q4,2009,4,24,119,AKOLA,MAHARASHTRA
Akola,Maharashtra,2010Q1,2010,1,25,118,AKOLA,MAHARASHTRA
Akola,Maharashtra,2010Q2,2010,2,26,119,AKOLA,MAHARASHTRA
Akola,Maharashtra,2010Q3,2010,3,27,119,AKOLA,MAHARASHTRA
Akola,Maharashtra,2010Q4,2010,4,28,119,AKOLA,MAHARASHTRA
Akola,Maharashtra,2011Q1,2011,1,29,119,AKOLA,MAHARASHTRA
Akola,Maharashtra,2011Q2,2011,2,30,119,AKOLA,MAHARASHTRA
Akola,Maharashtra,2011Q3,2011,3,31,119,AKOLA,MAHARASHTRA
Akola,Maharashtra,2011Q4,2011,4,32,121,AKOLA,MAHARASHTRA
Akola,Maharashtra,2012Q1,2012,1,33,124,AKOLA,MAHARASHTRA
Akola,Maharashtra,2012Q2,2012,2,34,127,AKOLA,MAHARASHTRA
Akola,Maharashtra,2012Q3,2012,3,35,130,AKOLA,MAHARASHTRA
Akola,Maharashtra,2012Q4,2012,4,36,131,AKOLA,MAHARASHTRA
Akola,Maharashtra,2013Q1,2013,1,37,133,AKOLA,MAHARASHTRA
Akola,Maharashtra,2013Q2,2013,2,38,136,AKOLA,MAHARASHTRA
Akola,Maharashtra,2013Q3,2013,3,39,139,AKOLA,MAHARASHTRA
Akola,Maharashtra,2013Q4,2013,4,40,142,AKOLA,MAHARASHTRA
Akola,Maharashtra,2014Q1,2014,1,41,145,AKOLA,MAHARASHTRA
Akola,Maharashtra,2014Q2,2014,2,42,145,AKOLA,MAHARASHTRA
Akola,Maharashtra,2014Q3,2014,3,43,149,AKOLA,MAHARASHTRA
Akola,Maharashtra,2014Q4,2014,4,44,150,AKOLA,MAHARASHTRA
Akola,Maharashtra,2015Q1,2015,1,45,151,AKOLA,MAHARASHTRA
Akola,Maharashtra,2015Q2,2015,2,46,151,AKOLA,MAHARASHTRA
Akola,Maharashtra,2015Q3,2015,3,47,151,AKOLA,MAHARASHTRA
Akola,Maharashtra,2015Q4,2015,4,48,152,AKOLA,MAHARASHTRA
Akola,Maharashtra,2016Q1,2016,1,49,153,AKOLA,MAHARASHTRA
Akola,Maharashtra,2016Q2,2016,2,50,153,AKOLA,MAHARASHTRA
Akola,Maharashtra,2017Q2,2017,2,51,155,AKOLA,MAHARASHTRA
Akola,Maharashtra,2017Q3,2017,3,52,154,AKOLA,MAHARASHTRA
Akola,Maharashtra,2017Q4,2017,4,53,155,AKOLA,MAHARASHTRA
Akola,Maharashtra,2018Q1,2018,1,54,155,AKOLA,MAHARASHTRA
Akola,Maharashtra,2018Q2,2018,2,55,155,AKOLA,MAHARASHTRA
Akola,Maharashtra,2018Q3,2018,3,56,155,AKOLA,MAHARASHTRA
Akola,Maharashtra,2018Q4,2018,4,57,156,AKOLA,MAHARASHTRA
Akola,Maharashtra,2019Q1,2019,1,58,158,AKOLA,MAHARASHTRA
Akola,Maharashtra,2019Q2,2019,2,59,160,AKOLA,MAHARASHTRA
Akola,Maharashtra,2019Q3,2019,3,60,160,AKOLA,MAHARASHTRA
Akola,Maharashtra,2019Q4,2019,4,61,161,AKOLA,MAHARASHTRA
