district_gadm,state_gadm,year,q,quarter,quarter_num,flood_exposure_ruleA_qt,flood_exposure_ruleB_qt,deposits
DHARWAD,KARNATAKA,2015,2,2015Q2,2,0,0,14577.1875
DHARWAD,KARNATAKA,2015,3,2015Q3,3,0,0,14549.6336
DHARWAD,KARNATAKA,2015,4,2015Q4,4,0,0,15584.8806
DHARWAD,KARNATAKA,2016,1,2016Q1,5,0,0,16848.964
DHARWAD,KARNATAKA,2016,2,2016Q2,6,0,0,16585.8765
DHARWAD,KARNATAKA,2017,2,2017Q2,10,0,0,19741.4987
DHARWAD,KARNATAKA,2017,3,2017Q3,11,0,0,19984.8515
DHARWAD,KARNATAKA,2017,4,2017Q4,12,0,0,20207.1017
DHARWAD,KARNATAKA,2018,1,2018Q1,13,0,0,20730.4657
DHARWAD,KARNATAKA,2018,2,2018Q2,14,0,0,20710.5684
DHARWAD,KARNATAKA,2018,3,2018Q3,15,0,0,20965.579
DHARWAD,KARNATAKA,2018,4,2018Q4,16,0,0,21325.3694
DHARWAD,KARNATAKA,2019,1,2019Q1,17,0,0,22483.9868
DHARWAD,KARNATAKA,2019,2,2019Q2,18,0,0,22594.9285
DHARWAD,KARNATAKA,2019,3,2019Q3,19,0,0,23483.7927
DHARWAD,KARNATAKA,2019,4,2019Q4,20,0,0,24106.9129
DHARWAD,KARNATAKA,2020,1,2020Q1,21,0,0,25756.9856
DHARWAD,KARNATAKA,2020,2,2020Q2,22,1,0,25397.5207
DHARWAD,KARNATAKA,2020,3,2020Q3,23,0,0,26141.7942
DHARWAD,KARNATAKA,2020,4,2020Q4,24,0,0,26343.2466
DHARWAD,KARNATAKA,2021,1,2021Q1,25,0,0,27666.8847
DHARWAD,KARNATAKA,2021,2,2021Q2,26,1,0,27530.2337
DHARWAD,KARNATAKA,2021,3,2021Q3,27,0,0,28198.3888
DHARWAD,KARNATAKA,2021,4,2021Q4,28,0,0,28585.6531
DHARWAD,KARNATAKA,2022,1,2022Q1,29,0,0,29393.1917
DHARWAD,KARNATAKA,2022,2,2022Q2,30,0,0,29477.1285
DHARWAD,KARNATAKA,2022,3,2022Q3,31,0,0,30054.9218
DHARWAD,KARNATAKA,2022,4,2022Q4,32,0,0,30576.7174
DHARWAD,KARNATAKA,2023,1,2023Q1,33,0,0,28110.1329
DHARWAD,KARNATAKA,2023,2,2023Q2,34,1,0,28262.162900000003
DHARWAD,KARNATAKA,2023,3,2023Q3,35,0,0,29059.2312
DHARWAD,KARNATAKA,2023,4,2023Q4,36,0,0,29185.9023
DHARWAD,KARNATAKA,2024,1,2024Q1,37,0,0,31116.2
DHARWAD,KARNATAKA,2024,2,2024Q2,38,0,0,30724.7883
DHARWAD,KARNATAKA,2024,3,2024Q3,39,0,0,31261.9235
DHARWAD,KARNATAKA,2024,4,2024Q4,40,0,0,31791.9567
DHAULPUR,RAJASTHAN,2015,1,2015Q1,1,0,0,1365.0449
DHAULPUR,RAJASTHAN,2015,2,2015Q2,2,0,0,1327.7382
DHAULPUR,RAJASTHAN,2015,3,2015Q3,3,1,0,1405.543
DHAULPUR,RAJASTHAN,2015,4,2015Q4,4,0,0,1453.3323
DHAULPUR,RAJASTHAN,2016,1,2016Q1,5,0,0,1594.2492
DHAULPUR,RAJASTHAN,2016,2,2016Q2,6,0,0,1599.5139
DHAULPUR,RAJASTHAN,2017,2,2017Q2,10,0,0,1947.743
DHAULPUR,RAJASTHAN,2017,3,2017Q3,11,0,0,2030.7361
DHAULPUR,RAJASTHAN,2017,4,2017Q4,12,0,0,2053.3403
DHAULPUR,RAJASTHAN,2018,1,2018Q1,13,0,0,2115.1517
DHAULPUR,RAJASTHAN,2018,2,2018Q2,14,0,0,2146.1568
DHAULPUR,RAJASTHAN,2018,3,2018Q3,15,1,0,2300.5177
DHAULPUR,RAJASTHAN,2018,4,2018Q4,16,0,0,2352.7884
DHAULPUR,RAJASTHAN,2019,1,2019Q1,17,0,0,2420.4748
DHAULPUR,RAJASTHAN,2019,2,2019Q2,18,0,0,2452.8407
DHAULPUR,RAJASTHAN,2019,3,2019Q3,19,0,0,2612.6115
DHAULPUR,RAJASTHAN,2019,4,2019Q4,20,0,0,2632.5378
DHAULPUR,RAJASTHAN,2020,1,2020Q1,21,0,0,2641.2075
DHAULPUR,RAJASTHAN,2020,2,2020Q2,22,0,0,2828.0969
DHAULPUR,RAJASTHAN,2020,3,2020Q3,23,0,0,2967.6594
DHAULPUR,RAJASTHAN,2020,4,2020Q4,24,0,0,2979.2297
DHAULPUR,RAJASTHAN,2021,1,2021Q1,25,0,0,3110.8136
DHAULPUR,RAJASTHAN,2021,2,2021Q2,26,0,0,3120.6574
DHAULPUR,RAJASTHAN,2021,3,2021Q3,27,0,0,3255.4505
DHAULPUR,RAJASTHAN,2021,4,2021Q4,28,0,0,3304.342
DHAULPUR,RAJASTHAN,2022,1,2022Q1,29,0,0,3398.2163
DHAULPUR,RAJASTHAN,2022,2,2022Q2,30,0,0,3402.7298
DHAULPUR,RAJASTHAN,2022,3,2022Q3,31,0,0,3481.731
DHAULPUR,RAJASTHAN,2022,4,2022Q4,32,0,0,3576.3259
DHAULPUR,RAJASTHAN,2023,1,2023Q1,33,0,0,3138.9347
DHAULPUR,RAJASTHAN,2023,2,2023Q2,34,0,0,3195.8014000000003
DHAULPUR,RAJASTHAN,2023,3,2023Q3,35,0,0,3312.6235
DHAULPUR,RAJASTHAN,2023,4,2023Q4,36,0,0,3339.836
DHAULPUR,RAJASTHAN,2024,1,2024Q1,37,0,0,3500.2849
DHAULPUR,RAJASTHAN,2024,2,2024Q2,38,0,0,3538.7825000000003
DHAULPUR,RAJASTHAN,2024,3,2024Q3,39,0,0,3681.1788
DHAULPUR,RAJASTHAN,2024,4,2024Q4,40,0,0,3722.0825
DHEMAJI,ASSAM,2015,1,2015Q1,1,0,0,683.6822
DHEMAJI,ASSAM,2015,2,2015Q2,2,0,0,661.1791
DHEMAJI,ASSAM,2015,3,2015Q3,3,1,1,644.1009
DHEMAJI,ASSAM,2015,4,2015Q4,4,0,0,649.9405
DHEMAJI,ASSAM,2016,1,2016Q1,5,0,0,703.339
DHEMAJI,ASSAM,2016,2,2016Q2,6,1,0,679.7887
DHEMAJI,ASSAM,2017,2,2017Q2,10,1,1,910.4183
DHEMAJI,ASSAM,2017,3,2017Q3,11,0,0,921.611
DHEMAJI,ASSAM,2017,4,2017Q4,12,0,0,881.814
DHEMAJI,ASSAM,2018,1,2018Q1,13,0,0,1018.4615
DHEMAJI,ASSAM,2018,2,2018Q2,14,1,0,1041.4097
DHEMAJI,ASSAM,2018,3,2018Q3,15,1,1,1000.5993
DHEMAJI,ASSAM,2018,4,2018Q4,16,0,0,976.3169
DHEMAJI,ASSAM,2019,1,2019Q1,17,0,0,1147.7222
DHEMAJI,ASSAM,2019,2,2019Q2,18,0,0,1171.9079
DHEMAJI,ASSAM,2019,3,2019Q3,19,1,1,1233.1949
DHEMAJI,ASSAM,2019,4,2019Q4,20,0,0,1199.9067
DHEMAJI,ASSAM,2020,1,2020Q1,21,0,0,1443.835
DHEMAJI,ASSAM,2020,2,2020Q2,22,1,0,1496.9982
DHEMAJI,ASSAM,2020,3,2020Q3,23,0,0,1454.9626
DHEMAJI,ASSAM,2020,4,2020Q4,24,0,0,1405.3383
DHEMAJI,ASSAM,2021,1,2021Q1,25,0,0,1469.2217
DHEMAJI,ASSAM,2021,2,2021Q2,26,0,0,1438.5978
DHEMAJI,ASSAM,2021,3,2021Q3,27,1,1,1490.4874
DHEMAJI,ASSAM,2021,4,2021Q4,28,0,0,1464.3576
DHEMAJI,ASSAM,2022,1,2022Q1,29,0,0,1628.5398
DHEMAJI,ASSAM,2022,2,2022Q2,30,0,0,1623.1549
DHEMAJI,ASSAM,2022,3,2022Q3,31,0,0,1674.629
DHEMAJI,ASSAM,2022,4,2022Q4,32,0,0,1662.9191
DHEMAJI,ASSAM,2023,1,2023Q1,33,0,0,1505.6601
DHEMAJI,ASSAM,2023,2,2023Q2,34,1,0,1552.3490000000002
DHEMAJI,ASSAM,2023,3,2023Q3,35,0,0,1557.6949
DHEMAJI,ASSAM,2023,4,2023Q4,36,0,0,1601.3168999999998
DHEMAJI,ASSAM,2024,1,2024Q1,37,0,0,1790.8391
DHEMAJI,ASSAM,2024,2,2024Q2,38,1,0,1706.6457
DHEMAJI,ASSAM,2024,3,2024Q3,39,1,0,1697.0554
DHEMAJI,ASSAM,2024,4,2024Q4,40,0,0,1703.8163
DHENKANAL,ODISHA,2015,1,2015Q1,1,0,0,3124.6912
DHENKANAL,ODISHA,2015,2,2015Q2,2,0,0,3098.3716
DHENKANAL,ODISHA,2015,3,2015Q3,3,0,0,3226.2324
DHENKANAL,ODISHA,2015,4,2015Q4,4,0,0,3294.5554
DHENKANAL,ODISHA,2016,1,2016Q1,5,0,0,3600.8647
DHENKANAL,ODISHA,2016,2,2016Q2,6,0,0,3542.6018
DHENKANAL,ODISHA,2017,2,2017Q2,10,0,0,4258.3582
DHENKANAL,ODISHA,2017,3,2017Q3,11,0,0,4407.619
DHENKANAL,ODISHA,2017,4,2017Q4,12,0,0,4482.706
DHENKANAL,ODISHA,2018,1,2018Q1,13,0,0,4705.8427
DHENKANAL,ODISHA,2018,2,2018Q2,14,0,0,4687.6416
DHENKANAL,ODISHA,2018,3,2018Q3,15,1,0,4861.6303
DHENKANAL,ODISHA,2018,4,2018Q4,16,0,0,5041.9678
DHENKANAL,ODISHA,2019,1,2019Q1,17,0,0,5268.5532
DHENKANAL,ODISHA,2019,2,2019Q2,18,0,0,5334.4744
DHENKANAL,ODISHA,2019,3,2019Q3,19,1,0,5599.4518
DHENKANAL,ODISHA,2019,4,2019Q4,20,0,0,5799.0694
DHENKANAL,ODISHA,2020,1,2020Q1,21,0,0,6257.5608
DHENKANAL,ODISHA,2020,2,2020Q2,22,1,0,6185.1838
DHENKANAL,ODISHA,2020,3,2020Q3,23,0,0,6233.1073
DHENKANAL,ODISHA,2020,4,2020Q4,24,0,0,6262.0941
DHENKANAL,ODISHA,2021,1,2021Q1,25,0,0,6500.9671
DHENKANAL,ODISHA,2021,2,2021Q2,26,0,0,6588.4669
DHENKANAL,ODISHA,2021,3,2021Q3,27,0,0,6714.4528
DHENKANAL,ODISHA,2021,4,2021Q4,28,0,0,6812.1494
DHENKANAL,ODISHA,2022,1,2022Q1,29,0,0,6994.5607
DHENKANAL,ODISHA,2022,2,2022Q2,30,0,0,6976.0593
DHENKANAL,ODISHA,2022,3,2022Q3,31,0,0,7063.5582
DHENKANAL,ODISHA,2022,4,2022Q4,32,0,0,7241.6748
DHENKANAL,ODISHA,2023,1,2023Q1,33,0,0,6608.460499999999
DHENKANAL,ODISHA,2023,2,2023Q2,34,0,0,6746.3409
DHENKANAL,ODISHA,2023,3,2023Q3,35,0,0,7008.6294
DHENKANAL,ODISHA,2023,4,2023Q4,36,0,0,7167.076
DHENKANAL,ODISHA,2024,1,2024Q1,37,0,0,7630.3364
DHENKANAL,ODISHA,2024,2,2024Q2,38,0,0,7657.960800000001
DHENKANAL,ODISHA,2024,3,2024Q3,39,0,0,7892.873100000001
DHENKANAL,ODISHA,2024,4,2024Q4,40,0,0,7995.936299999999
DHUBRI,ASSAM,2015,1,2015Q1,1,0,0,1713.0634
DHUBRI,ASSAM,2015,2,2015Q2,2,0,0,1693.334
DHUBRI,ASSAM,2015,3,2015Q3,3,1,1,1670.3836
DHUBRI,ASSAM,2015,4,2015Q4,4,0,0,1703.4833
DHUBRI,ASSAM,2016,1,2016Q1,5,0,0,1860.4584
DHUBRI,ASSAM,2016,2,2016Q2,6,1,0,1805.6731
DHUBRI,ASSAM,2017,2,2017Q2,10,1,1,2271.0702
DHUBRI,ASSAM,2017,3,2017Q3,11,0,0,2390.5938
DHUBRI,ASSAM,2017,4,2017Q4,12,0,0,2337.7378
DHUBRI,ASSAM,2018,1,2018Q1,13,0,0,2284.7811
DHUBRI,ASSAM,2018,2,2018Q2,14,1,0,2267.9623
DHUBRI,ASSAM,2018,3,2018Q3,15,0,0,2304.1846
DHUBRI,ASSAM,2018,4,2018Q4,16,0,0,2331.0497
DHUBRI,ASSAM,2019,1,2019Q1,17,0,0,2493.2496
DHUBRI,ASSAM,2019,2,2019Q2,18,0,0,2516.4284
DHUBRI,ASSAM,2019,3,2019Q3,19,1,1,2704.6244
DHUBRI,ASSAM,2019,4,2019Q4,20,0,0,2569.8021
DHUBRI,ASSAM,2020,1,2020Q1,21,0,0,2722.5761
DHUBRI,ASSAM,2020,2,2020Q2,22,1,0,2856.4821
DHUBRI,ASSAM,2020,3,2020Q3,23,0,0,2885.4824
DHUBRI,ASSAM,2020,4,2020Q4,24,0,0,2838.2596
DHUBRI,ASSAM,2021,1,2021Q1,25,0,0,2943.1423
DHUBRI,ASSAM,2021,2,2021Q2,26,0,0,2842.1577
DHUBRI,ASSAM,2021,3,2021Q3,27,0,0,2967.078
DHUBRI,ASSAM,2021,4,2021Q4,28,0,0,3022.132
DHUBRI,ASSAM,2022,1,2022Q1,29,0,0,3191.1129
DHUBRI,ASSAM,2022,2,2022Q2,30,0,0,3291.2173
DHUBRI,ASSAM,2022,3,2022Q3,31,0,0,3345.2561
DHUBRI,ASSAM,2022,4,2022Q4,32,0,0,3356.2751
DHUBRI,ASSAM,2023,1,2023Q1,33,0,0,3072.1813
DHUBRI,ASSAM,2023,2,2023Q2,34,1,0,3129.7175
DHUBRI,ASSAM,2023,3,2023Q3,35,0,0,3205.1006
DHUBRI,ASSAM,2023,4,2023Q4,36,0,0,3189.4563
DHUBRI,ASSAM,2024,1,2024Q1,37,0,0,3366.292
DHUBRI,ASSAM,2024,2,2024Q2,38,1,0,3346.1341
DHUBRI,ASSAM,2024,3,2024Q3,39,1,0,3397.7443
DHUBRI,ASSAM,2024,4,2024Q4,40,0,0,3406.2639
DHULE,MAHARASHTRA,2015,1,2015Q1,1,0,0,5026.1015
DHULE,MAHARASHTRA,2015,2,2015Q2,2,0,0,4932.3067
DHULE,MAHARASHTRA,2015,3,2015Q3,3,0,0,4942.2355
DHULE,MAHARASHTRA,2015,4,2015Q4,4,0,0,5105.3176
DHULE,MAHARASHTRA,2016,1,2016Q1,5,0,0,5406.8518
DHULE,MAHARASHTRA,2016,2,2016Q2,6,0,0,5426.2041
DHULE,MAHARASHTRA,2017,2,2017Q2,10,0,0,6691.8435
DHULE,MAHARASHTRA,2017,3,2017Q3,11,0,0,6743.6063
DHULE,MAHARASHTRA,2017,4,2017Q4,12,0,0,6853.3395
DHULE,MAHARASHTRA,2018,1,2018Q1,13,0,0,7138.7338
DHULE,MAHARASHTRA,2018,2,2018Q2,14,1,0,7371.0572
DHULE,MAHARASHTRA,2018,3,2018Q3,15,0,0,7431.9255
DHULE,MAHARASHTRA,2018,4,2018Q4,16,0,0,7467.319
DHULE,MAHARASHTRA,2019,1,2019Q1,17,0,0,8088.1828
DHULE,MAHARASHTRA,2019,2,2019Q2,18,0,0,8061.7879
DHULE,MAHARASHTRA,2019,3,2019Q3,19,1,0,8304.5413
DHULE,MAHARASHTRA,2019,4,2019Q4,20,0,0,8603.3423
DHULE,MAHARASHTRA,2020,1,2020Q1,21,0,0,10113.7784
DHULE,MAHARASHTRA,2020,2,2020Q2,22,1,0,9178.2617
DHULE,MAHARASHTRA,2020,3,2020Q3,23,0,0,9330.6122
DHULE,MAHARASHTRA,2020,4,2020Q4,24,0,0,9385.8344
DHULE,MAHARASHTRA,2021,1,2021Q1,25,0,0,9789.0464
DHULE,MAHARASHTRA,2021,2,2021Q2,26,1,0,9918.7454
DHULE,MAHARASHTRA,2021,3,2021Q3,27,0,0,10143.3529
DHULE,MAHARASHTRA,2021,4,2021Q4,28,0,0,10010.5749
DHULE,MAHARASHTRA,2022,1,2022Q1,29,0,0,10382.181
DHULE,MAHARASHTRA,2022,2,2022Q2,30,0,0,10736.3476
DHULE,MAHARASHTRA,2022,3,2022Q3,31,0,0,10653.9664
DHULE,MAHARASHTRA,2022,4,2022Q4,32,0,0,10715.0916
DHULE,MAHARASHTRA,2023,1,2023Q1,33,0,0,11087.8298
DHULE,MAHARASHTRA,2023,2,2023Q2,34,1,0,11630.1965
DHULE,MAHARASHTRA,2023,3,2023Q3,35,0,0,11973.3392
DHULE,MAHARASHTRA,2023,4,2023Q4,36,0,0,11997.1066
DHULE,MAHARASHTRA,2024,1,2024Q1,37,0,0,12932.3389
DHULE,MAHARASHTRA,2024,2,2024Q2,38,0,0,12824.5808
DHULE,MAHARASHTRA,2024,3,2024Q3,39,1,0,12889.7477
DHULE,MAHARASHTRA,2024,4,2024Q4,40,0,0,12904.1753
DIBRUGARH,ASSAM,2015,1,2015Q1,1,0,0,7484.251
DIBRUGARH,ASSAM,2015,2,2015Q2,2,0,0,7790.6412
DIBRUGARH,ASSAM,2015,3,2015Q3,3,1,1,8024.3252
DIBRUGARH,ASSAM,2015,4,2015Q4,4,0,0,8655.9436
DIBRUGARH,ASSAM,2016,1,2016Q1,5,0,0,8291.9299
DIBRUGARH,ASSAM,2016,2,2016Q2,6,1,0,7867.6236
DIBRUGARH,ASSAM,2017,2,2017Q2,10,1,1,8080.2762
DIBRUGARH,ASSAM,2017,3,2017Q3,11,0,0,8299.9011
DIBRUGARH,ASSAM,2017,4,2017Q4,12,0,0,8466.3823
DIBRUGARH,ASSAM,2018,1,2018Q1,13,0,0,8593.5224
DIBRUGARH,ASSAM,2018,2,2018Q2,14,1,0,8664.4007
DIBRUGARH,ASSAM,2018,3,2018Q3,15,0,0,9060.536
DIBRUGARH,ASSAM,2018,4,2018Q4,16,0,0,8944.1706
DIBRUGARH,ASSAM,2019,1,2019Q1,17,0,0,9268.2721
DIBRUGARH,ASSAM,2019,2,2019Q2,18,0,0,9500.6359
DIBRUGARH,ASSAM,2019,3,2019Q3,19,1,1,10069.5397
DIBRUGARH,ASSAM,2019,4,2019Q4,20,0,0,9964.0829
DIBRUGARH,ASSAM,2020,1,2020Q1,21,0,0,11381.1472
DIBRUGARH,ASSAM,2020,2,2020Q2,22,1,0,11169.7444
DIBRUGARH,ASSAM,2020,3,2020Q3,23,0,0,11508.3769
DIBRUGARH,ASSAM,2020,4,2020Q4,24,0,0,11419.3231
DIBRUGARH,ASSAM,2021,1,2021Q1,25,0,0,12999.1545
DIBRUGARH,ASSAM,2021,2,2021Q2,26,0,0,12440.0076
DIBRUGARH,ASSAM,2021,3,2021Q3,27,1,1,12451.0381
DIBRUGARH,ASSAM,2021,4,2021Q4,28,0,0,12203.0663
DIBRUGARH,ASSAM,2022,1,2022Q1,29,0,0,12287.6204
DIBRUGARH,ASSAM,2022,2,2022Q2,30,0,0,12095.8912
DIBRUGARH,ASSAM,2022,3,2022Q3,31,0,0,13285.9258
DIBRUGARH,ASSAM,2022,4,2022Q4,32,0,0,13489.538
DIBRUGARH,ASSAM,2023,1,2023Q1,33,0,0,12049.5618
DIBRUGARH,ASSAM,2023,2,2023Q2,34,1,0,12528.9089
DIBRUGARH,ASSAM,2023,3,2023Q3,35,0,0,13318.4448
DIBRUGARH,ASSAM,2023,4,2023Q4,36,0,0,13392.346
DIBRUGARH,ASSAM,2024,1,2024Q1,37,0,0,13165.7594
DIBRUGARH,ASSAM,2024,2,2024Q2,38,1,0,13529.4365
DIBRUGARH,ASSAM,2024,3,2024Q3,39,1,0,13605.581
DIBRUGARH,ASSAM,2024,4,2024Q4,40,0,0,14150.7401
DIMA HASAO,ASSAM,2015,1,2015Q1,1,0,0,
DIMA HASAO,ASSAM,2015,2,2015Q2,2,0,0,
DIMA HASAO,ASSAM,2015,3,2015Q3,3,1,0,
DIMA HASAO,ASSAM,2015,4,2015Q4,4,0,0,
DIMA HASAO,ASSAM,2016,1,2016Q1,5,0,0,
DIMA HASAO,ASSAM,2016,2,2016Q2,6,1,0,
DIMA HASAO,ASSAM,2017,2,2017Q2,10,1,0,700.002
DIMA HASAO,ASSAM,2017,3,2017Q3,11,0,0,697.5256
DIMA HASAO,ASSAM,2017,4,2017Q4,12,0,0,721.2468
DIMA HASAO,ASSAM,2018,1,2018Q1,13,0,0,829.5462
DIMA HASAO,ASSAM,2018,2,2018Q2,14,1,0,794.4043
DIMA HASAO,ASSAM,2018,3,2018Q3,15,0,0,798.0028
DIMA HASAO,ASSAM,2018,4,2018Q4,16,0,0,851.7846
DIMA HASAO,ASSAM,2019,1,2019Q1,17,0,0,944.9383
DIMA HASAO,ASSAM,2019,2,2019Q2,18,0,0,908.8342
DIMA HASAO,ASSAM,2019,3,2019Q3,19,0,0,963.4121
DIMA HASAO,ASSAM,2019,4,2019Q4,20,0,0,913.4622
DIMA HASAO,ASSAM,2020,1,2020Q1,21,0,0,1029.3214
DIMA HASAO,ASSAM,2020,2,2020Q2,22,1,0,1054.2895
DIMA HASAO,ASSAM,2020,3,2020Q3,23,0,0,1079.6696
DIMA HASAO,ASSAM,2020,4,2020Q4,24,0,0,1057.3842
DIMA HASAO,ASSAM,2021,1,2021Q1,25,0,0,1173.6477
DIMA HASAO,ASSAM,2021,2,2021Q2,26,0,0,1099.7632
DIMA HASAO,ASSAM,2021,3,2021Q3,27,0,0,1067.023
DIMA HASAO,ASSAM,2021,4,2021Q4,28,0,0,1070.2512
DIMA HASAO,ASSAM,2022,1,2022Q1,29,0,0,1204.8341
DIMA HASAO,ASSAM,2022,2,2022Q2,30,1,1,1194.4792
DIMA HASAO,ASSAM,2022,3,2022Q3,31,0,0,1223.9626
DIMA HASAO,ASSAM,2022,4,2022Q4,32,0,0,1202.0487
DIMA HASAO,ASSAM,2023,1,2023Q1,33,0,0,1054.8548
DIMA HASAO,ASSAM,2023,2,2023Q2,34,1,0,1452.5125
DIMA HASAO,ASSAM,2023,3,2023Q3,35,0,0,1270.0585999999998
DIMA HASAO,ASSAM,2023,4,2023Q4,36,0,0,1441.6539
DIMA HASAO,ASSAM,2024,1,2024Q1,37,0,0,1464.4867
DIMA HASAO,ASSAM,2024,2,2024Q2,38,1,0,1348.1958
DIMA HASAO,ASSAM,2024,3,2024Q3,39,1,0,1280.3455
DIMA HASAO,ASSAM,2024,4,2024Q4,40,0,0,1248.7872
DIMAPUR,NAGALAND,2015,1,2015Q1,1,0,0,3377.2058
DIMAPUR,NAGALAND,2015,2,2015Q2,2,0,0,3461.1119
DIMAPUR,NAGALAND,2015,3,2015Q3,3,0,0,3548.7948
DIMAPUR,NAGALAND,2015,4,2015Q4,4,0,0,3590.5286
DIMAPUR,NAGALAND,2016,1,2016Q1,5,0,0,3807.1563
DIMAPUR,NAGALAND,2016,2,2016Q2,6,1,0,3853.7634
DIMAPUR,NAGALAND,2017,2,2017Q2,10,1,0,4482.9171
DIMAPUR,NAGALAND,2017,3,2017Q3,11,0,0,4492.7454
DIMAPUR,NAGALAND,2017,4,2017Q4,12,0,0,4523.8804
DIMAPUR,NAGALAND,2018,1,2018Q1,13,0,0,4479.0408
DIMAPUR,NAGALAND,2018,2,2018Q2,14,0,0,4590.8515
DIMAPUR,NAGALAND,2018,3,2018Q3,15,0,0,4547.2612
DIMAPUR,NAGALAND,2018,4,2018Q4,16,0,0,4590.7877
DIMAPUR,NAGALAND,2019,1,2019Q1,17,0,0,4993.6286
DIMAPUR,NAGALAND,2019,2,2019Q2,18,0,0,4910.9662
DIMAPUR,NAGALAND,2019,3,2019Q3,19,0,0,4885.3695
DIMAPUR,NAGALAND,2019,4,2019Q4,20,0,0,5034.6926
DIMAPUR,NAGALAND,2020,1,2020Q1,21,0,0,5027.2042
DIMAPUR,NAGALAND,2020,2,2020Q2,22,0,0,5507.3466
DIMAPUR,NAGALAND,2020,3,2020Q3,23,0,0,5654.8051
DIMAPUR,NAGALAND,2020,4,2020Q4,24,0,0,5830.9896
DIMAPUR,NAGALAND,2021,1,2021Q1,25,0,0,5964.9645
DIMAPUR,NAGALAND,2021,2,2021Q2,26,0,0,5839.4396
DIMAPUR,NAGALAND,2021,3,2021Q3,27,0,0,5817.2168
DIMAPUR,NAGALAND,2021,4,2021Q4,28,0,0,5793.1997
DIMAPUR,NAGALAND,2022,1,2022Q1,29,0,0,6053.666
DIMAPUR,NAGALAND,2022,2,2022Q2,30,1,0,6020.7675
DIMAPUR,NAGALAND,2022,3,2022Q3,31,0,0,6061.5249
DIMAPUR,NAGALAND,2022,4,2022Q4,32,0,0,5378.0793
DIMAPUR,NAGALAND,2023,1,2023Q1,33,0,0,5451.202
DIMAPUR,NAGALAND,2023,2,2023Q2,34,0,0,5411.9375
DIMAPUR,NAGALAND,2023,3,2023Q3,35,0,0,5614.0846
DIMAPUR,NAGALAND,2023,4,2023Q4,36,0,0,5620.8675
DIMAPUR,NAGALAND,2024,1,2024Q1,37,0,0,5878.1218
DIMAPUR,NAGALAND,2024,2,2024Q2,38,0,0,5738.659299999999
DIMAPUR,NAGALAND,2024,3,2024Q3,39,0,0,5776.7225
DIMAPUR,NAGALAND,2024,4,2024Q4,40,0,0,5800.0733
DINDIGUL,TAMIL NADU,2015,1,2015Q1,1,0,0,5908.5018
DINDIGUL,TAMIL NADU,2015,2,2015Q2,2,0,0,6028.7361
DINDIGUL,TAMIL NADU,2015,3,2015Q3,3,0,0,6119.1207
DINDIGUL,TAMIL NADU,2015,4,2015Q4,4,0,0,6265.9887
DINDIGUL,TAMIL NADU,2016,1,2016Q1,5,0,0,6793.4349
DINDIGUL,TAMIL NADU,2016,2,2016Q2,6,0,0,6920.6858
DINDIGUL,TAMIL NADU,2017,2,2017Q2,10,0,0,8139.6429
DINDIGUL,TAMIL NADU,2017,3,2017Q3,11,0,0,8268.5131
DINDIGUL,TAMIL NADU,2017,4,2017Q4,12,0,0,8320.8952
DINDIGUL,TAMIL NADU,2018,1,2018Q1,13,0,0,8682.6541
DINDIGUL,TAMIL NADU,2018,2,2018Q2,14,0,0,8665.2158
DINDIGUL,TAMIL NADU,2018,3,2018Q3,15,0,0,8991.5422
DINDIGUL,TAMIL NADU,2018,4,2018Q4,16,0,0,9179.463
DINDIGUL,TAMIL NADU,2019,1,2019Q1,17,0,0,9566.1481
DINDIGUL,TAMIL NADU,2019,2,2019Q2,18,0,0,9789.1423
DINDIGUL,TAMIL NADU,2019,3,2019Q3,19,0,0,10003.3856
DINDIGUL,TAMIL NADU,2019,4,2019Q4,20,0,0,10362.8556
DINDIGUL,TAMIL NADU,2020,1,2020Q1,21,0,0,10512.321
DINDIGUL,TAMIL NADU,2020,2,2020Q2,22,0,0,11000.5246
DINDIGUL,TAMIL NADU,2020,3,2020Q3,23,0,0,11212.394
DINDIGUL,TAMIL NADU,2020,4,2020Q4,24,0,0,11272.1
DINDIGUL,TAMIL NADU,2021,1,2021Q1,25,0,0,11470.1821
DINDIGUL,TAMIL NADU,2021,2,2021Q2,26,0,0,11724.6518
DINDIGUL,TAMIL NADU,2021,3,2021Q3,27,0,0,12003.8993
DINDIGUL,TAMIL NADU,2021,4,2021Q4,28,1,0,12110.1819
DINDIGUL,TAMIL NADU,2022,1,2022Q1,29,0,0,12432.7608
DINDIGUL,TAMIL NADU,2022,2,2022Q2,30,0,0,12593.4124
DINDIGUL,TAMIL NADU,2022,3,2022Q3,31,0,0,12886.1968
DINDIGUL,TAMIL NADU,2022,4,2022Q4,32,0,0,12989.0399
DINDIGUL,TAMIL NADU,2023,1,2023Q1,33,0,0,13005.276
DINDIGUL,TAMIL NADU,2023,2,2023Q2,34,0,0,13402.6112
DINDIGUL,TAMIL NADU,2023,3,2023Q3,35,0,0,13762.6923
DINDIGUL,TAMIL NADU,2023,4,2023Q4,36,0,0,14013.7215
DINDIGUL,TAMIL NADU,2024,1,2024Q1,37,0,0,14301.3469
DINDIGUL,TAMIL NADU,2024,2,2024Q2,38,0,0,14530.1854
DINDIGUL,TAMIL NADU,2024,3,2024Q3,39,0,0,14898.6334
