district_gadm,state_gadm,year,q,quarter,quarter_num,flood_exposure_ruleA_qt,flood_exposure_ruleB_qt,deposits
ADILABAD,TELANGANA,2015,1,2015Q1,1,0,0,6762.0646
ADILABAD,TELANGANA,2015,2,2015Q2,2,0,0,6650.88
ADILABAD,TELANGANA,2015,3,2015Q3,3,0,0,6565.5866
ADILABAD,TELANGANA,2015,4,2015Q4,4,0,0,7026.1575
ADILABAD,TELANGANA,2016,1,2016Q1,5,0,0,7748.2714
ADILABAD,TELANGANA,2016,2,2016Q2,6,0,0,7613.1151
ADILABAD,TELANGANA,2017,2,2017Q2,10,0,0,9340.6208
ADILABAD,TELANGANA,2017,3,2017Q3,11,0,0,9382.2344
ADILABAD,TELANGANA,2017,4,2017Q4,12,0,0,3120.4669
ADILABAD,TELANGANA,2018,1,2018Q1,13,0,0,3357.9837
ADILABAD,TELANGANA,2018,2,2018Q2,14,0,0,3226.4836
ADILABAD,TELANGANA,2018,3,2018Q3,15,0,0,3315.4043
ADILABAD,TELANGANA,2018,4,2018Q4,16,0,0,3322.7218
ADILABAD,TELANGANA,2019,1,2019Q1,17,0,0,3555.539
ADILABAD,TELANGANA,2019,2,2019Q2,18,0,0,3393.0579
ADILABAD,TELANGANA,2019,3,2019Q3,19,0,0,3402.192
ADILABAD,TELANGANA,2019,4,2019Q4,20,0,0,3710.3296
ADILABAD,TELANGANA,2020,1,2020Q1,21,0,0,4171.3783
ADILABAD,TELANGANA,2020,2,2020Q2,22,0,0,4165.5769
ADILABAD,TELANGANA,2020,3,2020Q3,23,0,0,3862.6872
ADILABAD,TELANGANA,2020,4,2020Q4,24,0,0,4234.8301
ADILABAD,TELANGANA,2021,1,2021Q1,25,0,0,3936.0826
ADILABAD,TELANGANA,2021,2,2021Q2,26,0,0,3945.4972
ADILABAD,TELANGANA,2021,3,2021Q3,27,0,0,3846.3742
ADILABAD,TELANGANA,2021,4,2021Q4,28,0,0,3876.5085
ADILABAD,TELANGANA,2022,1,2022Q1,29,0,0,3918.4123
ADILABAD,TELANGANA,2022,2,2022Q2,30,0,0,3965.9083
ADILABAD,TELANGANA,2022,3,2022Q3,31,0,0,3911.778
ADILABAD,TELANGANA,2022,4,2022Q4,32,0,0,3715.9899
ADILABAD,TELANGANA,2023,1,2023Q1,33,0,0,2544.7776
ADILABAD,TELANGANA,2023,2,2023Q2,34,0,0,2659.7119
ADILABAD,TELANGANA,2023,3,2023Q3,35,0,0,2726.7464
ADILABAD,TELANGANA,2023,4,2023Q4,36,0,0,2770.1567
ADILABAD,TELANGANA,2024,1,2024Q1,37,0,0,2878.1069
ADILABAD,TELANGANA,2024,2,2024Q2,38,0,0,2896.8491
ADILABAD,TELANGANA,2024,3,2024Q3,39,0,0,2969.4104
ADILABAD,TELANGANA,2024,4,2024Q4,40,0,0,3093.4188
AGAR MALWA,MADHYA PRADESH,2015,1,2015Q1,1,0,0,428.5647
AGAR MALWA,MADHYA PRADESH,2015,2,2015Q2,2,0,0,454.8512
AGAR MALWA,MADHYA PRADESH,2015,3,2015Q3,3,0,0,461.343
AGAR MALWA,MADHYA PRADESH,2015,4,2015Q4,4,0,0,460.8911
AGAR MALWA,MADHYA PRADESH,2016,1,2016Q1,5,0,0,512.1671
AGAR MALWA,MADHYA PRADESH,2016,2,2016Q2,6,0,0,499.1137
AGAR MALWA,MADHYA PRADESH,2017,2,2017Q2,10,0,0,641.2306
AGAR MALWA,MADHYA PRADESH,2017,3,2017Q3,11,0,0,655.4251
AGAR MALWA,MADHYA PRADESH,2017,4,2017Q4,12,0,0,639.9214
AGAR MALWA,MADHYA PRADESH,2018,1,2018Q1,13,0,0,700.4868
AGAR MALWA,MADHYA PRADESH,2018,2,2018Q2,14,0,0,751.116
AGAR MALWA,MADHYA PRADESH,2018,3,2018Q3,15,0,0,816.372
AGAR MALWA,MADHYA PRADESH,2018,4,2018Q4,16,0,0,793.3046
AGAR MALWA,MADHYA PRADESH,2019,1,2019Q1,17,0,0,843.1244
AGAR MALWA,MADHYA PRADESH,2019,2,2019Q2,18,0,0,853.2051
AGAR MALWA,MADHYA PRADESH,2019,3,2019Q3,19,0,0,866.3657
AGAR MALWA,MADHYA PRADESH,2019,4,2019Q4,20,0,0,839.0068
AGAR MALWA,MADHYA PRADESH,2020,1,2020Q1,21,0,0,872.3958
AGAR MALWA,MADHYA PRADESH,2020,2,2020Q2,22,1,0,975.3333
AGAR MALWA,MADHYA PRADESH,2020,3,2020Q3,23,0,0,992.4582
AGAR MALWA,MADHYA PRADESH,2020,4,2020Q4,24,0,0,996.126
AGAR MALWA,MADHYA PRADESH,2021,1,2021Q1,25,0,0,1052.581
AGAR MALWA,MADHYA PRADESH,2021,2,2021Q2,26,0,0,1007.7153
AGAR MALWA,MADHYA PRADESH,2021,3,2021Q3,27,0,0,1006.0723
AGAR MALWA,MADHYA PRADESH,2021,4,2021Q4,28,0,0,975.0843
AGAR MALWA,MADHYA PRADESH,2022,1,2022Q1,29,0,0,1069.0241
AGAR MALWA,MADHYA PRADESH,2022,2,2022Q2,30,1,0,1049.9401
AGAR MALWA,MADHYA PRADESH,2022,3,2022Q3,31,0,0,1069.4476
AGAR MALWA,MADHYA PRADESH,2022,4,2022Q4,32,0,0,1115.5336
AGAR MALWA,MADHYA PRADESH,2023,1,2023Q1,33,0,0,1040.0878
AGAR MALWA,MADHYA PRADESH,2023,2,2023Q2,34,0,0,1074.9925
AGAR MALWA,MADHYA PRADESH,2023,3,2023Q3,35,0,0,1130.2457
AGAR MALWA,MADHYA PRADESH,2023,4,2023Q4,36,0,0,1097.549
AGAR MALWA,MADHYA PRADESH,2024,1,2024Q1,37,0,0,1212.6592
AGAR MALWA,MADHYA PRADESH,2024,2,2024Q2,38,0,0,1188.5549
AGAR MALWA,MADHYA PRADESH,2024,3,2024Q3,39,0,0,1217.6717
AGAR MALWA,MADHYA PRADESH,2024,4,2024Q4,40,0,0,1225.2371
AGRA,UTTAR PRADESH,2015,1,2015Q1,1,0,0,23930.1177
AGRA,UTTAR PRADESH,2015,2,2015Q2,2,0,0,24284.0476
AGRA,UTTAR PRADESH,2015,3,2015Q3,3,1,0,25296.869
AGRA,UTTAR PRADESH,2015,4,2015Q4,4,0,0,25519.9704
AGRA,UTTAR PRADESH,2016,1,2016Q1,5,0,0,27540.6365
AGRA,UTTAR PRADESH,2016,2,2016Q2,6,0,0,26788.8479
AGRA,UTTAR PRADESH,2017,2,2017Q2,10,0,0,31599.0285
AGRA,UTTAR PRADESH,2017,3,2017Q3,11,0,0,32429.4285
AGRA,UTTAR PRADESH,2017,4,2017Q4,12,0,0,33028.7272
AGRA,UTTAR PRADESH,2018,1,2018Q1,13,0,0,33978.7713
AGRA,UTTAR PRADESH,2018,2,2018Q2,14,0,0,33638.3154
AGRA,UTTAR PRADESH,2018,3,2018Q3,15,1,0,34527.8967
AGRA,UTTAR PRADESH,2018,4,2018Q4,16,0,0,35479.1367
AGRA,UTTAR PRADESH,2019,1,2019Q1,17,0,0,36433.8053
AGRA,UTTAR PRADESH,2019,2,2019Q2,18,0,0,37045.0864
AGRA,UTTAR PRADESH,2019,3,2019Q3,19,0,0,38222.4361
AGRA,UTTAR PRADESH,2019,4,2019Q4,20,0,0,39428.6693
AGRA,UTTAR PRADESH,2020,1,2020Q1,21,0,0,39178.4368
AGRA,UTTAR PRADESH,2020,2,2020Q2,22,1,0,40566.459
AGRA,UTTAR PRADESH,2020,3,2020Q3,23,0,0,42089.4409
AGRA,UTTAR PRADESH,2020,4,2020Q4,24,0,0,43464.8969
AGRA,UTTAR PRADESH,2021,1,2021Q1,25,0,0,44655.724
AGRA,UTTAR PRADESH,2021,2,2021Q2,26,1,0,44528.7157
AGRA,UTTAR PRADESH,2021,3,2021Q3,27,0,0,45002.2629
AGRA,UTTAR PRADESH,2021,4,2021Q4,28,0,0,45940.0545
AGRA,UTTAR PRADESH,2022,1,2022Q1,29,0,0,46717.6531
AGRA,UTTAR PRADESH,2022,2,2022Q2,30,0,0,47616.7258
AGRA,UTTAR PRADESH,2022,3,2022Q3,31,1,0,49274.4616
AGRA,UTTAR PRADESH,2022,4,2022Q4,32,0,0,50159.0615
AGRA,UTTAR PRADESH,2023,1,2023Q1,33,0,0,49583.007
AGRA,UTTAR PRADESH,2023,2,2023Q2,34,0,0,50522.505
AGRA,UTTAR PRADESH,2023,3,2023Q3,35,0,0,52373.8737
AGRA,UTTAR PRADESH,2023,4,2023Q4,36,0,0,53604.2465
AGRA,UTTAR PRADESH,2024,1,2024Q1,37,0,0,56132.5199
AGRA,UTTAR PRADESH,2024,2,2024Q2,38,0,0,55928.3882
AGRA,UTTAR PRADESH,2024,3,2024Q3,39,0,0,58135.6897
AGRA,UTTAR PRADESH,2024,4,2024Q4,40,0,0,58813.8524
AHMADABAD,GUJARAT,2015,1,2015Q1,1,0,0,133867.616
AHMADABAD,GUJARAT,2015,2,2015Q2,2,0,0,128014.1434
AHMADABAD,GUJARAT,2015,3,2015Q3,3,0,0,133636.5806
AHMADABAD,GUJARAT,2015,4,2015Q4,4,0,0,135820.7378
AHMADABAD,GUJARAT,2016,1,2016Q1,5,0,0,144823.9789
AHMADABAD,GUJARAT,2016,2,2016Q2,6,0,0,142579.7781
AHMADABAD,GUJARAT,2017,2,2017Q2,10,1,0,165656.493
AHMADABAD,GUJARAT,2017,3,2017Q3,11,0,0,165595.2703
AHMADABAD,GUJARAT,2017,4,2017Q4,12,0,0,167250.0112
AHMADABAD,GUJARAT,2018,1,2018Q1,13,0,0,179774.2288
AHMADABAD,GUJARAT,2018,2,2018Q2,14,1,0,174958.4681
AHMADABAD,GUJARAT,2018,3,2018Q3,15,0,0,184056.7197
AHMADABAD,GUJARAT,2018,4,2018Q4,16,0,0,181816.6164
AHMADABAD,GUJARAT,2019,1,2019Q1,17,0,0,184867.3998
AHMADABAD,GUJARAT,2019,2,2019Q2,18,0,0,189431.481
AHMADABAD,GUJARAT,2019,3,2019Q3,19,0,0,194071.142
AHMADABAD,GUJARAT,2019,4,2019Q4,20,0,0,201660.5669
AHMADABAD,GUJARAT,2020,1,2020Q1,21,0,0,201673.8259
AHMADABAD,GUJARAT,2020,2,2020Q2,22,1,0,212383.6375
AHMADABAD,GUJARAT,2020,3,2020Q3,23,0,0,221846.2443
AHMADABAD,GUJARAT,2020,4,2020Q4,24,0,0,229798.8426
AHMADABAD,GUJARAT,2021,1,2021Q1,25,0,0,238946.1553
AHMADABAD,GUJARAT,2021,2,2021Q2,26,1,0,236782.5679
AHMADABAD,GUJARAT,2021,3,2021Q3,27,0,0,248118.5433
AHMADABAD,GUJARAT,2021,4,2021Q4,28,0,0,252765.9246
AHMADABAD,GUJARAT,2022,1,2022Q1,29,0,0,269932.1346
AHMADABAD,GUJARAT,2022,2,2022Q2,30,1,0,269424.5134
AHMADABAD,GUJARAT,2022,3,2022Q3,31,0,0,278601.3783
AHMADABAD,GUJARAT,2022,4,2022Q4,32,0,0,289105.1051
AHMADABAD,GUJARAT,2023,1,2023Q1,33,0,0,302028.8832
AHMADABAD,GUJARAT,2023,2,2023Q2,34,1,0,314870.9788
AHMADABAD,GUJARAT,2023,3,2023Q3,35,0,0,334413.1981
AHMADABAD,GUJARAT,2023,4,2023Q4,36,0,0,333480.06560000003
AHMADABAD,GUJARAT,2024,1,2024Q1,37,0,0,359328.05110000004
AHMADABAD,GUJARAT,2024,2,2024Q2,38,0,0,350846.993
AHMADABAD,GUJARAT,2024,3,2024Q3,39,1,0,362797.0356
AHMADABAD,GUJARAT,2024,4,2024Q4,40,0,0,364733.815
AHMADNAGAR,MAHARASHTRA,2015,1,2015Q1,1,0,0,12100.5055
AHMADNAGAR,MAHARASHTRA,2015,2,2015Q2,2,0,0,11733.9804
AHMADNAGAR,MAHARASHTRA,2015,3,2015Q3,3,0,0,12220.6193
AHMADNAGAR,MAHARASHTRA,2015,4,2015Q4,4,0,0,12242.1004
AHMADNAGAR,MAHARASHTRA,2016,1,2016Q1,5,0,0,13248.4084
AHMADNAGAR,MAHARASHTRA,2016,2,2016Q2,6,0,0,13299.9082
AHMADNAGAR,MAHARASHTRA,2017,2,2017Q2,10,0,0,15629.9147
AHMADNAGAR,MAHARASHTRA,2017,3,2017Q3,11,0,0,15835.6814
AHMADNAGAR,MAHARASHTRA,2017,4,2017Q4,12,0,0,16526.1353
AHMADNAGAR,MAHARASHTRA,2018,1,2018Q1,13,0,0,16879.4449
AHMADNAGAR,MAHARASHTRA,2018,2,2018Q2,14,1,0,17179.5866
AHMADNAGAR,MAHARASHTRA,2018,3,2018Q3,15,0,0,17807.6268
AHMADNAGAR,MAHARASHTRA,2018,4,2018Q4,16,0,0,17650.5079
AHMADNAGAR,MAHARASHTRA,2019,1,2019Q1,17,0,0,19029.5744
AHMADNAGAR,MAHARASHTRA,2019,2,2019Q2,18,0,0,19023.3475
AHMADNAGAR,MAHARASHTRA,2019,3,2019Q3,19,1,0,20304.9927
AHMADNAGAR,MAHARASHTRA,2019,4,2019Q4,20,0,0,21255.018
AHMADNAGAR,MAHARASHTRA,2020,1,2020Q1,21,0,0,23657.2814
AHMADNAGAR,MAHARASHTRA,2020,2,2020Q2,22,1,0,21987.0566
AHMADNAGAR,MAHARASHTRA,2020,3,2020Q3,23,0,0,22515.3638
AHMADNAGAR,MAHARASHTRA,2020,4,2020Q4,24,0,0,22829.4283
AHMADNAGAR,MAHARASHTRA,2021,1,2021Q1,25,0,0,23707.2222
AHMADNAGAR,MAHARASHTRA,2021,2,2021Q2,26,1,0,24338.6442
AHMADNAGAR,MAHARASHTRA,2021,3,2021Q3,27,0,0,24610.1497
AHMADNAGAR,MAHARASHTRA,2021,4,2021Q4,28,0,0,24805.4513
AHMADNAGAR,MAHARASHTRA,2022,1,2022Q1,29,0,0,26173.3783
AHMADNAGAR,MAHARASHTRA,2022,2,2022Q2,30,0,0,26443.6385
AHMADNAGAR,MAHARASHTRA,2022,3,2022Q3,31,0,0,26950.3379
AHMADNAGAR,MAHARASHTRA,2022,4,2022Q4,32,0,0,27303.1698
AHMADNAGAR,MAHARASHTRA,2023,1,2023Q1,33,0,0,28376.991
AHMADNAGAR,MAHARASHTRA,2023,2,2023Q2,34,1,0,29814.3732
AHMADNAGAR,MAHARASHTRA,2023,3,2023Q3,35,0,0,31507.1602
AHMADNAGAR,MAHARASHTRA,2023,4,2023Q4,36,0,0,32731.1233
AHMADNAGAR,MAHARASHTRA,2024,1,2024Q1,37,0,0,34612.022300000004
AHMADNAGAR,MAHARASHTRA,2024,2,2024Q2,38,0,0,32999.7619
AHMADNAGAR,MAHARASHTRA,2024,3,2024Q3,39,1,0,34817.666
AHMADNAGAR,MAHARASHTRA,2024,4,2024Q4,40,0,0,35865.4384
AIZAWL,MIZORAM,2015,1,2015Q1,1,0,0,4019.0817
AIZAWL,MIZORAM,2015,2,2015Q2,2,0,0,3636.516
AIZAWL,MIZORAM,2015,3,2015Q3,3,0,0,3843.9378
AIZAWL,MIZORAM,2015,4,2015Q4,4,0,0,3627.9061
AIZAWL,MIZORAM,2016,1,2016Q1,5,0,0,4434.9082
AIZAWL,MIZORAM,2016,2,2016Q2,6,0,0,4451.9812
AIZAWL,MIZORAM,2017,2,2017Q2,10,0,0,5619.7242
AIZAWL,MIZORAM,2017,3,2017Q3,11,0,0,5826.8162
AIZAWL,MIZORAM,2017,4,2017Q4,12,0,0,5733.4898
AIZAWL,MIZORAM,2018,1,2018Q1,13,0,0,6587.8914
AIZAWL,MIZORAM,2018,2,2018Q2,14,0,0,6703.4348
AIZAWL,MIZORAM,2018,3,2018Q3,15,0,0,6472.0563
AIZAWL,MIZORAM,2018,4,2018Q4,16,0,0,6328.2522
AIZAWL,MIZORAM,2019,1,2019Q1,17,0,0,6992.0356
AIZAWL,MIZORAM,2019,2,2019Q2,18,0,0,6918.7442
AIZAWL,MIZORAM,2019,3,2019Q3,19,0,0,7142.5679
AIZAWL,MIZORAM,2019,4,2019Q4,20,0,0,7707.4931
AIZAWL,MIZORAM,2020,1,2020Q1,21,0,0,8286.9017
AIZAWL,MIZORAM,2020,2,2020Q2,22,0,0,8500.3951
AIZAWL,MIZORAM,2020,3,2020Q3,23,0,0,8504.8448
AIZAWL,MIZORAM,2020,4,2020Q4,24,0,0,8276.2308
AIZAWL,MIZORAM,2021,1,2021Q1,25,0,0,8685.7522
AIZAWL,MIZORAM,2021,2,2021Q2,26,0,0,8750.9308
AIZAWL,MIZORAM,2021,3,2021Q3,27,0,0,8611.9828
AIZAWL,MIZORAM,2021,4,2021Q4,28,0,0,8567.4292
AIZAWL,MIZORAM,2022,1,2022Q1,29,0,0,9526.9073
AIZAWL,MIZORAM,2022,2,2022Q2,30,0,0,9588.5938
AIZAWL,MIZORAM,2022,3,2022Q3,31,0,0,9592.9399
AIZAWL,MIZORAM,2022,4,2022Q4,32,0,0,9868.2197
AIZAWL,MIZORAM,2023,1,2023Q1,33,0,0,7714.4938
AIZAWL,MIZORAM,2023,2,2023Q2,34,0,0,7826.3647
AIZAWL,MIZORAM,2023,3,2023Q3,35,0,0,7808.0583
AIZAWL,MIZORAM,2023,4,2023Q4,36,0,0,7702.2161
AIZAWL,MIZORAM,2024,1,2024Q1,37,0,0,8237.7053
AIZAWL,MIZORAM,2024,2,2024Q2,38,0,0,8142.191900000001
AIZAWL,MIZORAM,2024,3,2024Q3,39,0,0,8257.9135
AIZAWL,MIZORAM,2024,4,2024Q4,40,0,0,8685.5459
AJMER,RAJASTHAN,2015,1,2015Q1,1,0,0,14871.3895
AJMER,RAJASTHAN,2015,2,2015Q2,2,0,0,14663.6986
AJMER,RAJASTHAN,2015,3,2015Q3,3,1,0,15469.3565
AJMER,RAJASTHAN,2015,4,2015Q4,4,0,0,15981.5478
AJMER,RAJASTHAN,2016,1,2016Q1,5,0,0,16570.9527
AJMER,RAJASTHAN,2016,2,2016Q2,6,0,0,16631.0687
AJMER,RAJASTHAN,2017,2,2017Q2,10,0,0,19873.8668
AJMER,RAJASTHAN,2017,3,2017Q3,11,0,0,20643.4168
AJMER,RAJASTHAN,2017,4,2017Q4,12,0,0,20777.9921
AJMER,RAJASTHAN,2018,1,2018Q1,13,0,0,21239.1919
AJMER,RAJASTHAN,2018,2,2018Q2,14,0,0,21543.8449
AJMER,RAJASTHAN,2018,3,2018Q3,15,1,0,22737.9586
AJMER,RAJASTHAN,2018,4,2018Q4,16,0,0,23204.5956
AJMER,RAJASTHAN,2019,1,2019Q1,17,0,0,23703.3668
AJMER,RAJASTHAN,2019,2,2019Q2,18,0,0,23727.0955
AJMER,RAJASTHAN,2019,3,2019Q3,19,0,0,24759.0292
AJMER,RAJASTHAN,2019,4,2019Q4,20,0,0,25111.4611
AJMER,RAJASTHAN,2020,1,2020Q1,21,0,0,25526.6842
AJMER,RAJASTHAN,2020,2,2020Q2,22,0,0,26747.3073
AJMER,RAJASTHAN,2020,3,2020Q3,23,0,0,28001.8814
AJMER,RAJASTHAN,2020,4,2020Q4,24,0,0,28012.3311
AJMER,RAJASTHAN,2021,1,2021Q1,25,0,0,28864.2405
AJMER,RAJASTHAN,2021,2,2021Q2,26,0,0,29003.6017
AJMER,RAJASTHAN,2021,3,2021Q3,27,0,0,29623.6048
AJMER,RAJASTHAN,2021,4,2021Q4,28,0,0,30211.2624
AJMER,RAJASTHAN,2022,1,2022Q1,29,0,0,30826.9428
AJMER,RAJASTHAN,2022,2,2022Q2,30,0,0,31202.8734
AJMER,RAJASTHAN,2022,3,2022Q3,31,0,0,32023.2183
AJMER,RAJASTHAN,2022,4,2022Q4,32,0,0,32763.6926
AJMER,RAJASTHAN,2023,1,2023Q1,33,0,0,32127.2031
AJMER,RAJASTHAN,2023,2,2023Q2,34,0,0,32662.7101
AJMER,RAJASTHAN,2023,3,2023Q3,35,0,0,33855.1232
AJMER,RAJASTHAN,2023,4,2023Q4,36,0,0,27834.8624
AJMER,RAJASTHAN,2024,1,2024Q1,37,0,0,28725.4856
AJMER,RAJASTHAN,2024,2,2024Q2,38,0,0,29074.0496
AJMER,RAJASTHAN,2024,3,2024Q3,39,0,0,29924.6922
AJMER,RAJASTHAN,2024,4,2024Q4,40,0,0,30382.5887
AKOLA,MAHARASHTRA,2015,1,2015Q1,1,0,0,4724.4061
AKOLA,MAHARASHTRA,2015,2,2015Q2,2,0,0,4667.6152
AKOLA,MAHARASHTRA,2015,3,2015Q3,3,0,0,4801.3831
AKOLA,MAHARASHTRA,2015,4,2015Q4,4,0,0,4821.988
AKOLA,MAHARASHTRA,2016,1,2016Q1,5,0,0,5145.1937
AKOLA,MAHARASHTRA,2016,2,2016Q2,6,0,0,5156.0684
AKOLA,MAHARASHTRA,2017,2,2017Q2,10,0,0,6211.4075
AKOLA,MAHARASHTRA,2017,3,2017Q3,11,0,0,6418.8435
AKOLA,MAHARASHTRA,2017,4,2017Q4,12,0,0,6343.993
AKOLA,MAHARASHTRA,2018,1,2018Q1,13,0,0,6516.0955
AKOLA,MAHARASHTRA,2018,2,2018Q2,14,1,0,6684.9446
AKOLA,MAHARASHTRA,2018,3,2018Q3,15,0,0,6790.6903
AKOLA,MAHARASHTRA,2018,4,2018Q4,16,0,0,6731.6299
AKOLA,MAHARASHTRA,2019,1,2019Q1,17,0,0,7614.1226
AKOLA,MAHARASHTRA,2019,2,2019Q2,18,0,0,7520.1805
AKOLA,MAHARASHTRA,2019,3,2019Q3,19,1,0,7861.4806
AKOLA,MAHARASHTRA,2019,4,2019Q4,20,0,0,8369.2511
AKOLA,MAHARASHTRA,2020,1,2020Q1,21,0,0,9746.0248
AKOLA,MAHARASHTRA,2020,2,2020Q2,22,1,0,9397.2456
AKOLA,MAHARASHTRA,2020,3,2020Q3,23,0,0,9693.5803
AKOLA,MAHARASHTRA,2020,4,2020Q4,24,0,0,10070.2529
AKOLA,MAHARASHTRA,2021,1,2021Q1,25,0,0,10055.4874
AKOLA,MAHARASHTRA,2021,2,2021Q2,26,1,0,9813.4313
AKOLA,MAHARASHTRA,2021,3,2021Q3,27,0,0,10090.5114
AKOLA,MAHARASHTRA,2021,4,2021Q4,28,0,0,10198.2993
AKOLA,MAHARASHTRA,2022,1,2022Q1,29,0,0,10964.8123
AKOLA,MAHARASHTRA,2022,2,2022Q2,30,0,0,10784.361
AKOLA,MAHARASHTRA,2022,3,2022Q3,31,0,0,10496.9783
AKOLA,MAHARASHTRA,2022,4,2022Q4,32,0,0,10279.7763
AKOLA,MAHARASHTRA,2023,1,2023Q1,33,0,0,11126.1861
AKOLA,MAHARASHTRA,2023,2,2023Q2,34,1,0,11311.5665
AKOLA,MAHARASHTRA,2023,3,2023Q3,35,0,0,11176.0219
AKOLA,MAHARASHTRA,2023,4,2023Q4,36,0,0,11265.2065
AKOLA,MAHARASHTRA,2024,1,2024Q1,37,0,0,12566.2966
AKOLA,MAHARASHTRA,2024,2,2024Q2,38,0,0,11846.1561
AKOLA,MAHARASHTRA,2024,3,2024Q3,39,1,0,12155.5482
AKOLA,MAHARASHTRA,2024,4,2024Q4,40,0,0,12005.6664
ALAPPUZHA,KERALA,2015,1,2015Q1,1,0,0,19365.7894
ALAPPUZHA,KERALA,2015,2,2015Q2,2,0,0,19612.7391
ALAPPUZHA,KERALA,2015,3,2015Q3,3,0,0,20197.9199
ALAPPUZHA,KERALA,2015,4,2015Q4,4,0,0,20902.8174
ALAPPUZHA,KERALA,2016,1,2016Q1,5,0,0,21977.6416
ALAPPUZHA,KERALA,2016,2,2016Q2,6,0,0,22530.855
ALAPPUZHA,KERALA,2017,2,2017Q2,10,0,0,26695.1147
ALAPPUZHA,KERALA,2017,3,2017Q3,11,0,0,27070.4598
ALAPPUZHA,KERALA,2017,4,2017Q4,12,0,0,27449.4977
ALAPPUZHA,KERALA,2018,1,2018Q1,13,0,0,25947.1266
ALAPPUZHA,KERALA,2018,2,2018Q2,14,0,0,28977.13
ALAPPUZHA,KERALA,2018,3,2018Q3,15,1,1,29797.1019
ALAPPUZHA,KERALA,2018,4,2018Q4,16,0,0,30418.7139
ALAPPUZHA,KERALA,2019,1,2019Q1,17,0,0,31354.5885
ALAPPUZHA,KERALA,2019,2,2019Q2,18,0,0,31770.3478
ALAPPUZHA,KERALA,2019,3,2019Q3,19,1,0,32446.4249
ALAPPUZHA,KERALA,2019,4,2019Q4,20,0,0,32811.6212
ALAPPUZHA,KERALA,2020,1,2020Q1,21,0,0,34464.6048
ALAPPUZHA,KERALA,2020,2,2020Q2,22,1,0,35327.2419
ALAPPUZHA,KERALA,2020,3,2020Q3,23,0,0,36251.1168
ALAPPUZHA,KERALA,2020,4,2020Q4,24,0,0,37000.8364
ALAPPUZHA,KERALA,2021,1,2021Q1,25,0,0,36998.6325
ALAPPUZHA,KERALA,2021,2,2021Q2,26,1,0,37708.5251
ALAPPUZHA,KERALA,2021,3,2021Q3,27,0,0,38141.0588
ALAPPUZHA,KERALA,2021,4,2021Q4,28,0,0,39268.6881
ALAPPUZHA,KERALA,2022,1,2022Q1,29,0,0,40544.6897
ALAPPUZHA,KERALA,2022,2,2022Q2,30,0,0,40938.6526
ALAPPUZHA,KERALA,2022,3,2022Q3,31,0,0,42067.2704
ALAPPUZHA,KERALA,2022,4,2022Q4,32,0,0,42086.832
ALAPPUZHA,KERALA,2023,1,2023Q1,33,0,0,42317.0048
ALAPPUZHA,KERALA,2023,2,2023Q2,34,0,0,42809.9602
ALAPPUZHA,KERALA,2023,3,2023Q3,35,0,0,43568.9354
ALAPPUZHA,KERALA,2023,4,2023Q4,36,0,0,44637.7945
ALAPPUZHA,KERALA,2024,1,2024Q1,37,0,0,45927.8711
ALAPPUZHA,KERALA,2024,2,2024Q2,38,0,0,46851.11810000001
ALAPPUZHA,KERALA,2024,3,2024Q3,39,0,0,47800.453
ALAPPUZHA,KERALA,2024,4,2024Q4,40,0,0,48547.4003
ALIGARH,UTTAR PRADESH,2015,1,2015Q1,1,0,0,11650.7684
ALIGARH,UTTAR PRADESH,2015,2,2015Q2,2,0,0,11611.9579
ALIGARH,UTTAR PRADESH,2015,3,2015Q3,3,1,0,12049.5094
ALIGARH,UTTAR PRADESH,2015,4,2015Q4,4,0,0,12274.2178
ALIGARH,UTTAR PRADESH,2016,1,2016Q1,5,0,0,13098.1967
ALIGARH,UTTAR PRADESH,2016,2,2016Q2,6,0,0,12953.616
ALIGARH,UTTAR PRADESH,2017,2,2017Q2,10,0,0,15741.707
ALIGARH,UTTAR PRADESH,2017,3,2017Q3,11,0,0,16166.527
ALIGARH,UTTAR PRADESH,2017,4,2017Q4,12,0,0,16599.5365
ALIGARH,UTTAR PRADESH,2018,1,2018Q1,13,0,0,17171.7
ALIGARH,UTTAR PRADESH,2018,2,2018Q2,14,0,0,17177.3028
ALIGARH,UTTAR PRADESH,2018,3,2018Q3,15,1,0,17568.1463
ALIGARH,UTTAR PRADESH,2018,4,2018Q4,16,0,0,18249.0313
ALIGARH,UTTAR PRADESH,2019,1,2019Q1,17,0,0,18701.8019
ALIGARH,UTTAR PRADESH,2019,2,2019Q2,18,0,0,18946.8797
ALIGARH,UTTAR PRADESH,2019,3,2019Q3,19,0,0,19784.3482
ALIGARH,UTTAR PRADESH,2019,4,2019Q4,20,0,0,20247.2992
ALIGARH,UTTAR PRADESH,2020,1,2020Q1,21,0,0,20928.0843
ALIGARH,UTTAR PRADESH,2020,2,2020Q2,22,1,0,21167.1881
ALIGARH,UTTAR PRADESH,2020,3,2020Q3,23,0,0,21790.243
ALIGARH,UTTAR PRADESH,2020,4,2020Q4,24,0,0,22103.9202
ALIGARH,UTTAR PRADESH,2021,1,2021Q1,25,0,0,23110.3384
ALIGARH,UTTAR PRADESH,2021,2,2021Q2,26,1,0,23039.0962
ALIGARH,UTTAR PRADESH,2021,3,2021Q3,27,0,0,23618.2576
