district_gadm,state_gadm,year,q,quarter,quarter_num,flood_exposure_ruleA_qt,flood_exposure_ruleB_qt,deposits
Vadodara,Gujarat,2024,1,2024Q1,37,0,0,157849.04189999998
Vadodara,Gujarat,2024,2,2024Q2,38,0,0,151479.236
Vadodara,Gujarat,2024,3,2024Q3,39,1,0,158393.2893
Vadodara,Gujarat,2024,4,2024Q4,40,0,0,153609.92239999998
Valsad,Gujarat,2015,1,2015Q1,1,0,0,192.0
Valsad,Gujarat,2015,2,2015Q2,2,0,0,193.0
Valsad,Gujarat,2015,3,2015Q3,3,0,0,195.0
Valsad,Gujarat,2015,4,2015Q4,4,0,0,199.0
Valsad,Gujarat,2016,1,2016Q1,5,0,0,203.0
Valsad,Gujarat,2016,2,2016Q2,6,0,0,205.0
Valsad,Gujarat,2016,3,2016Q3,7,1,1,
Valsad,Gujarat,2016,4,2016Q4,8,0,0,
Valsad,Gujarat,2017,1,2017Q1,9,0,0,
Valsad,Gujarat,2017,2,2017Q2,10,1,1,220.0
Valsad,Gujarat,2017,3,2017Q3,11,0,0,220.0
Valsad,Gujarat,2017,4,2017Q4,12,0,0,223.0
Valsad,Gujarat,2018,1,2018Q1,13,0,0,225.0
Valsad,Gujarat,2018,2,2018Q2,14,1,0,226.0
Valsad,Gujarat,2018,3,2018Q3,15,0,0,227.0
Valsad,Gujarat,2018,4,2018Q4,16,0,0,228.0
Valsad,Gujarat,2019,1,2019Q1,17,0,0,234.0
Valsad,Gujarat,2019,2,2019Q2,18,0,0,239.0
Valsad,Gujarat,2019,3,2019Q3,19,0,0,239.0
Valsad,Gujarat,2019,4,2019Q4,20,0,0,241.0
Valsad,Gujarat,2020,1,2020Q1,21,0,0,242.0
Valsad,Gujarat,2020,2,2020Q2,22,1,0,243.0
Valsad,Gujarat,2020,3,2020Q3,23,0,0,244.0
Valsad,Gujarat,2020,4,2020Q4,24,0,0,241.0
Valsad,Gujarat,2021,1,2021Q1,25,0,0,243.0
Valsad,Gujarat,2021,2,2021Q2,26,1,0,244.0
Valsad,Gujarat,2021,3,2021Q3,27,1,1,241.0
Valsad,Gujarat,2021,4,2021Q4,28,0,0,242.0
Valsad,Gujarat,2022,1,2022Q1,29,0,0,238.0
Valsad,Gujarat,2022,2,2022Q2,30,1,0,249.0
Valsad,Gujarat,2022,3,2022Q3,31,0,0,248.0
Valsad,Gujarat,2022,4,2022Q4,32,0,0,248.0
Valsad,Gujarat,2023,1,2023Q1,33,0,0,23746.3629
Valsad,Gujarat,2023,2,2023Q2,34,1,0,24455.3433
Valsad,Gujarat,2023,3,2023Q3,35,0,0,25073.4905
Valsad,Gujarat,2023,4,2023Q4,36,0,0,26524.7567
Valsad,Gujarat,2024,1,2024Q1,37,0,0,26945.5305
Valsad,Gujarat,2024,2,2024Q2,38,0,0,28080.215300000003
Valsad,Gujarat,2024,3,2024Q3,39,1,0,28730.2787
Valsad,Gujarat,2024,4,2024Q4,40,0,0,29123.7941
Ambala,Haryana,2015,1,2015Q1,1,0,0,252.0
Ambala,Haryana,2015,2,2015Q2,2,0,0,254.0
Ambala,Haryana,2015,3,2015Q3,3,1,0,256.0
Ambala,Haryana,2015,4,2015Q4,4,0,0,257.0
Ambala,Haryana,2016,1,2016Q1,5,0,0,258.0
Ambala,Haryana,2016,2,2016Q2,6,0,0,259.0
Ambala,Haryana,2016,3,2016Q3,7,0,0,
Ambala,Haryana,2016,4,2016Q4,8,0,0,
Ambala,Haryana,2017,1,2017Q1,9,0,0,
Ambala,Haryana,2017,2,2017Q2,10,0,0,269.0
Ambala,Haryana,2017,3,2017Q3,11,0,0,270.0
Ambala,Haryana,2017,4,2017Q4,12,0,0,266.0
Ambala,Haryana,2018,1,2018Q1,13,0,0,268.0
Ambala,Haryana,2018,2,2018Q2,14,0,0,269.0
Ambala,Haryana,2018,3,2018Q3,15,1,0,269.0
Ambala,Haryana,2018,4,2018Q4,16,0,0,270.0
Ambala,Haryana,2019,1,2019Q1,17,0,0,269.0
Ambala,Haryana,2019,2,2019Q2,18,0,0,273.0
Ambala,Haryana,2019,3,2019Q3,19,0,0,276.0
Ambala,Haryana,2019,4,2019Q4,20,0,0,275.0
Ambala,Haryana,2020,1,2020Q1,21,0,0,276.0
Ambala,Haryana,2020,2,2020Q2,22,0,0,278.0
Ambala,Haryana,2020,3,2020Q3,23,0,0,279.0
Ambala,Haryana,2020,4,2020Q4,24,0,0,275.0
Ambala,Haryana,2021,1,2021Q1,25,0,0,274.0
Ambala,Haryana,2021,2,2021Q2,26,0,0,272.0
Ambala,Haryana,2021,3,2021Q3,27,0,0,275.0
Ambala,Haryana,2021,4,2021Q4,28,0,0,273.0
Ambala,Haryana,2022,1,2022Q1,29,0,0,275.0
Ambala,Haryana,2022,2,2022Q2,30,0,0,277.0
Ambala,Haryana,2022,3,2022Q3,31,0,0,275.0
Ambala,Haryana,2022,4,2022Q4,32,0,0,277.0
Ambala,Haryana,2023,1,2023Q1,33,0,0,26429.2357
Ambala,Haryana,2023,2,2023Q2,34,0,0,27533.4202
Ambala,Haryana,2023,3,2023Q3,35,0,0,28629.2153
Ambala,Haryana,2023,4,2023Q4,36,0,0,29673.4239
Ambala,Haryana,2024,1,2024Q1,37,0,0,30238.3954
Ambala,Haryana,2024,2,2024Q2,38,0,0,31145.0772
Ambala,Haryana,2024,3,2024Q3,39,0,0,31860.8076
Ambala,Haryana,2024,4,2024Q4,40,0,0,32213.5195
Bhiwani,Haryana,2015,1,2015Q1,1,0,0,185.0
Bhiwani,Haryana,2015,2,2015Q2,2,0,0,188.0
Bhiwani,Haryana,2015,3,2015Q3,3,1,0,190.0
Bhiwani,Haryana,2015,4,2015Q4,4,0,0,190.0
Bhiwani,Haryana,2016,1,2016Q1,5,0,0,190.0
Bhiwani,Haryana,2016,2,2016Q2,6,0,0,191.0
Bhiwani,Haryana,2016,3,2016Q3,7,0,0,
Bhiwani,Haryana,2016,4,2016Q4,8,0,0,
Bhiwani,Haryana,2017,1,2017Q1,9,0,0,
Bhiwani,Haryana,2017,2,2017Q2,10,0,0,202.0
Bhiwani,Haryana,2017,3,2017Q3,11,0,0,202.0
Bhiwani,Haryana,2017,4,2017Q4,12,0,0,203.0
Bhiwani,Haryana,2018,1,2018Q1,13,0,0,151.0
Bhiwani,Haryana,2018,2,2018Q2,14,0,0,152.0
Bhiwani,Haryana,2018,3,2018Q3,15,1,0,154.0
Bhiwani,Haryana,2018,4,2018Q4,16,0,0,153.0
Bhiwani,Haryana,2019,1,2019Q1,17,0,0,155.0
Bhiwani,Haryana,2019,2,2019Q2,18,0,0,155.0
Bhiwani,Haryana,2019,3,2019Q3,19,0,0,156.0
Bhiwani,Haryana,2019,4,2019Q4,20,0,0,156.0
Bhiwani,Haryana,2020,1,2020Q1,21,0,0,157.0
Bhiwani,Haryana,2020,2,2020Q2,22,0,0,157.0
Bhiwani,Haryana,2020,3,2020Q3,23,0,0,157.0
Bhiwani,Haryana,2020,4,2020Q4,24,0,0,157.0
Bhiwani,Haryana,2021,1,2021Q1,25,0,0,158.0
Bhiwani,Haryana,2021,2,2021Q2,26,0,0,158.0
Bhiwani,Haryana,2021,3,2021Q3,27,0,0,159.0
Bhiwani,Haryana,2021,4,2021Q4,28,0,0,157.0
Bhiwani,Haryana,2022,1,2022Q1,29,0,0,159.0
Bhiwani,Haryana,2022,2,2022Q2,30,0,0,161.0
Bhiwani,Haryana,2022,3,2022Q3,31,0,0,161.0
Bhiwani,Haryana,2022,4,2022Q4,32,0,0,162.0
Bhiwani,Haryana,2023,1,2023Q1,33,0,0,8291.9629
Bhiwani,Haryana,2023,2,2023Q2,34,0,0,8781.6558
Bhiwani,Haryana,2023,3,2023Q3,35,0,0,9159.224
Bhiwani,Haryana,2023,4,2023Q4,36,0,0,9366.9306
Bhiwani,Haryana,2024,1,2024Q1,37,0,0,9560.483
Bhiwani,Haryana,2024,2,2024Q2,38,0,0,9927.7758
Bhiwani,Haryana,2024,3,2024Q3,39,0,0,10084.0857
Bhiwani,Haryana,2024,4,2024Q4,40,0,0,10235.2483
Faridabad,Haryana,2015,1,2015Q1,1,0,0,278.0
Faridabad,Haryana,2015,2,2015Q2,2,0,0,283.0
Faridabad,Haryana,2015,3,2015Q3,3,1,0,285.0
Faridabad,Haryana,2015,4,2015Q4,4,0,0,287.0
Faridabad,Haryana,2016,1,2016Q1,5,0,0,293.0
Faridabad,Haryana,2016,2,2016Q2,6,0,0,296.0
Faridabad,Haryana,2016,3,2016Q3,7,0,0,
Faridabad,Haryana,2016,4,2016Q4,8,0,0,
Faridabad,Haryana,2017,1,2017Q1,9,0,0,
Faridabad,Haryana,2017,2,2017Q2,10,0,0,314.0
Faridabad,Haryana,2017,3,2017Q3,11,0,0,313.0
Faridabad,Haryana,2017,4,2017Q4,12,0,0,316.0
Faridabad,Haryana,2018,1,2018Q1,13,0,0,315.0
Faridabad,Haryana,2018,2,2018Q2,14,0,0,314.0
Faridabad,Haryana,2018,3,2018Q3,15,1,0,312.0
Faridabad,Haryana,2018,4,2018Q4,16,0,0,313.0
Faridabad,Haryana,2019,1,2019Q1,17,0,0,316.0
Faridabad,Haryana,2019,2,2019Q2,18,0,0,322.0
Faridabad,Haryana,2019,3,2019Q3,19,0,0,331.0
Faridabad,Haryana,2019,4,2019Q4,20,0,0,331.0
Faridabad,Haryana,2020,1,2020Q1,21,0,0,329.0
Faridabad,Haryana,2020,2,2020Q2,22,0,0,330.0
Faridabad,Haryana,2020,3,2020Q3,23,0,0,335.0
Faridabad,Haryana,2020,4,2020Q4,24,0,0,333.0
Faridabad,Haryana,2021,1,2021Q1,25,0,0,332.0
Faridabad,Haryana,2021,2,2021Q2,26,0,0,326.0
Faridabad,Haryana,2021,3,2021Q3,27,0,0,324.0
Faridabad,Haryana,2021,4,2021Q4,28,0,0,326.0
Faridabad,Haryana,2022,1,2022Q1,29,0,0,331.0
Faridabad,Haryana,2022,2,2022Q2,30,0,0,332.0
Faridabad,Haryana,2022,3,2022Q3,31,0,0,330.0
Faridabad,Haryana,2022,4,2022Q4,32,0,0,330.0
Faridabad,Haryana,2023,1,2023Q1,33,0,0,66156.4633
Faridabad,Haryana,2023,2,2023Q2,34,0,0,68782.8485
Faridabad,Haryana,2023,3,2023Q3,35,0,0,71149.7175
Faridabad,Haryana,2023,4,2023Q4,36,0,0,73096.8871
Faridabad,Haryana,2024,1,2024Q1,37,0,0,75501.9273
Faridabad,Haryana,2024,2,2024Q2,38,0,0,77420.4389
Faridabad,Haryana,2024,3,2024Q3,39,0,0,78946.02369999999
Faridabad,Haryana,2024,4,2024Q4,40,0,0,80688.6247
Fatehabad,Haryana,2015,1,2015Q1,1,0,0,142.0
Fatehabad,Haryana,2015,2,2015Q2,2,0,0,145.0
Fatehabad,Haryana,2015,3,2015Q3,3,1,0,146.0
Fatehabad,Haryana,2015,4,2015Q4,4,0,0,147.0
Fatehabad,Haryana,2016,1,2016Q1,5,0,0,147.0
Fatehabad,Haryana,2016,2,2016Q2,6,0,0,152.0
Fatehabad,Haryana,2016,3,2016Q3,7,0,0,
Fatehabad,Haryana,2016,4,2016Q4,8,0,0,
Fatehabad,Haryana,2017,1,2017Q1,9,0,0,
Fatehabad,Haryana,2017,2,2017Q2,10,0,0,156.0
Fatehabad,Haryana,2017,3,2017Q3,11,0,0,156.0
Fatehabad,Haryana,2017,4,2017Q4,12,0,0,154.0
Fatehabad,Haryana,2018,1,2018Q1,13,0,0,155.0
Fatehabad,Haryana,2018,2,2018Q2,14,0,0,155.0
Fatehabad,Haryana,2018,3,2018Q3,15,1,0,155.0
Fatehabad,Haryana,2018,4,2018Q4,16,0,0,155.0
Fatehabad,Haryana,2019,1,2019Q1,17,0,0,156.0
Fatehabad,Haryana,2019,2,2019Q2,18,0,0,156.0
Fatehabad,Haryana,2019,3,2019Q3,19,0,0,156.0
Fatehabad,Haryana,2019,4,2019Q4,20,0,0,156.0
Fatehabad,Haryana,2020,1,2020Q1,21,0,0,156.0
Fatehabad,Haryana,2020,2,2020Q2,22,0,0,157.0
Fatehabad,Haryana,2020,3,2020Q3,23,0,0,158.0
Fatehabad,Haryana,2020,4,2020Q4,24,0,0,161.0
Fatehabad,Haryana,2021,1,2021Q1,25,0,0,160.0
Fatehabad,Haryana,2021,2,2021Q2,26,0,0,157.0
Fatehabad,Haryana,2021,3,2021Q3,27,0,0,157.0
Fatehabad,Haryana,2021,4,2021Q4,28,0,0,157.0
Fatehabad,Haryana,2022,1,2022Q1,29,0,0,157.0
Fatehabad,Haryana,2022,2,2022Q2,30,0,0,159.0
Fatehabad,Haryana,2022,3,2022Q3,31,0,0,159.0
Fatehabad,Haryana,2022,4,2022Q4,32,0,0,161.0
Fatehabad,Haryana,2023,1,2023Q1,33,0,0,6549.8541
Fatehabad,Haryana,2023,2,2023Q2,34,0,0,6776.7146
Fatehabad,Haryana,2023,3,2023Q3,35,0,0,6805.1124
Fatehabad,Haryana,2023,4,2023Q4,36,0,0,7149.2892
Fatehabad,Haryana,2024,1,2024Q1,37,0,0,7197.2433
Fatehabad,Haryana,2024,2,2024Q2,38,0,0,7400.989500000001
Fatehabad,Haryana,2024,3,2024Q3,39,0,0,7325.165499999999
Fatehabad,Haryana,2024,4,2024Q4,40,0,0,7746.3727
Gurgaon,Haryana,2015,1,2015Q1,1,0,0,
Gurgaon,Haryana,2015,2,2015Q2,2,0,0,
Gurgaon,Haryana,2015,3,2015Q3,3,1,0,
Gurgaon,Haryana,2015,4,2015Q4,4,0,0,
Gurgaon,Haryana,2016,1,2016Q1,5,0,0,
Gurgaon,Haryana,2016,2,2016Q2,6,0,0,
Gurgaon,Haryana,2016,3,2016Q3,7,0,0,
Gurgaon,Haryana,2016,4,2016Q4,8,0,0,
Gurgaon,Haryana,2017,1,2017Q1,9,0,0,
Gurgaon,Haryana,2017,2,2017Q2,10,0,0,
Gurgaon,Haryana,2017,3,2017Q3,11,0,0,
Gurgaon,Haryana,2017,4,2017Q4,12,0,0,
Gurgaon,Haryana,2018,1,2018Q1,13,0,0,
Gurgaon,Haryana,2018,2,2018Q2,14,0,0,
Gurgaon,Haryana,2018,3,2018Q3,15,1,0,
Gurgaon,Haryana,2018,4,2018Q4,16,0,0,
Gurgaon,Haryana,2019,1,2019Q1,17,0,0,
Gurgaon,Haryana,2019,2,2019Q2,18,0,0,
Gurgaon,Haryana,2019,3,2019Q3,19,0,0,
Gurgaon,Haryana,2019,4,2019Q4,20,0,0,
Gurgaon,Haryana,2020,1,2020Q1,21,0,0,
Gurgaon,Haryana,2020,2,2020Q2,22,0,0,
Gurgaon,Haryana,2020,3,2020Q3,23,0,0,
Gurgaon,Haryana,2020,4,2020Q4,24,0,0,
Gurgaon,Haryana,2021,1,2021Q1,25,0,0,
Gurgaon,Haryana,2021,2,2021Q2,26,0,0,
Gurgaon,Haryana,2021,3,2021Q3,27,0,0,
Gurgaon,Haryana,2021,4,2021Q4,28,0,0,
Gurgaon,Haryana,2022,1,2022Q1,29,0,0,
Gurgaon,Haryana,2022,2,2022Q2,30,0,0,
Gurgaon,Haryana,2022,3,2022Q3,31,0,0,
Gurgaon,Haryana,2022,4,2022Q4,32,0,0,
Gurgaon,Haryana,2023,1,2023Q1,33,0,0,
Gurgaon,Haryana,2023,2,2023Q2,34,0,0,
Gurgaon,Haryana,2023,3,2023Q3,35,0,0,
Gurgaon,Haryana,2023,4,2023Q4,36,0,0,
Gurgaon,Haryana,2024,1,2024Q1,37,0,0,
Gurgaon,Haryana,2024,2,2024Q2,38,0,0,
Gurgaon,Haryana,2024,3,2024Q3,39,0,0,
Gurgaon,Haryana,2024,4,2024Q4,40,0,0,
Hisar,Haryana,2015,1,2015Q1,1,0,0,231.0
Hisar,Haryana,2015,2,2015Q2,2,0,0,235.0
Hisar,Haryana,2015,3,2015Q3,3,1,0,239.0
Hisar,Haryana,2015,4,2015Q4,4,0,0,244.0
Hisar,Haryana,2016,1,2016Q1,5,0,0,248.0
Hisar,Haryana,2016,2,2016Q2,6,0,0,250.0
Hisar,Haryana,2016,3,2016Q3,7,0,0,
Hisar,Haryana,2016,4,2016Q4,8,0,0,
Hisar,Haryana,2017,1,2017Q1,9,0,0,
Hisar,Haryana,2017,2,2017Q2,10,0,0,268.0
Hisar,Haryana,2017,3,2017Q3,11,0,0,274.0
Hisar,Haryana,2017,4,2017Q4,12,0,0,271.0
Hisar,Haryana,2018,1,2018Q1,13,0,0,273.0
Hisar,Haryana,2018,2,2018Q2,14,0,0,273.0
Hisar,Haryana,2018,3,2018Q3,15,1,0,272.0
Hisar,Haryana,2018,4,2018Q4,16,0,0,270.0
Hisar,Haryana,2019,1,2019Q1,17,0,0,267.0
Hisar,Haryana,2019,2,2019Q2,18,0,0,270.0
Hisar,Haryana,2019,3,2019Q3,19,0,0,269.0
Hisar,Haryana,2019,4,2019Q4,20,0,0,273.0
Hisar,Haryana,2020,1,2020Q1,21,0,0,275.0
Hisar,Haryana,2020,2,2020Q2,22,0,0,278.0
Hisar,Haryana,2020,3,2020Q3,23,0,0,280.0
Hisar,Haryana,2020,4,2020Q4,24,0,0,280.0
Hisar,Haryana,2021,1,2021Q1,25,0,0,278.0
Hisar,Haryana,2021,2,2021Q2,26,0,0,277.0
Hisar,Haryana,2021,3,2021Q3,27,0,0,280.0
Hisar,Haryana,2021,4,2021Q4,28,0,0,274.0
Hisar,Haryana,2022,1,2022Q1,29,0,0,277.0
Hisar,Haryana,2022,2,2022Q2,30,0,0,281.0
Hisar,Haryana,2022,3,2022Q3,31,0,0,283.0
Hisar,Haryana,2022,4,2022Q4,32,0,0,285.0
Hisar,Haryana,2023,1,2023Q1,33,0,0,20002.5864
Hisar,Haryana,2023,2,2023Q2,34,0,0,21128.5494
Hisar,Haryana,2023,3,2023Q3,35,0,0,21551.271500000003
Hisar,Haryana,2023,4,2023Q4,36,0,0,22257.2676
Hisar,Haryana,2024,1,2024Q1,37,0,0,22935.3571
Hisar,Haryana,2024,2,2024Q2,38,0,0,23275.7596
Hisar,Haryana,2024,3,2024Q3,39,0,0,24247.160600000003
Hisar,Haryana,2024,4,2024Q4,40,0,0,23692.1616
Jhajjar,Haryana,2015,1,2015Q1,1,0,0,148.0
Jhajjar,Haryana,2015,2,2015Q2,2,0,0,149.0
Jhajjar,Haryana,2015,3,2015Q3,3,1,0,151.0
Jhajjar,Haryana,2015,4,2015Q4,4,0,0,153.0
Jhajjar,Haryana,2016,1,2016Q1,5,0,0,154.0
Jhajjar,Haryana,2016,2,2016Q2,6,0,0,157.0
Jhajjar,Haryana,2016,3,2016Q3,7,0,0,
Jhajjar,Haryana,2016,4,2016Q4,8,0,0,
Jhajjar,Haryana,2017,1,2017Q1,9,0,0,
Jhajjar,Haryana,2017,2,2017Q2,10,0,0,162.0
Jhajjar,Haryana,2017,3,2017Q3,11,0,0,164.0
Jhajjar,Haryana,2017,4,2017Q4,12,0,0,164.0
Jhajjar,Haryana,2018,1,2018Q1,13,0,0,163.0
Jhajjar,Haryana,2018,2,2018Q2,14,0,0,163.0
Jhajjar,Haryana,2018,3,2018Q3,15,1,0,163.0
Jhajjar,Haryana,2018,4,2018Q4,16,0,0,168.0
Jhajjar,Haryana,2019,1,2019Q1,17,0,0,168.0
Jhajjar,Haryana,2019,2,2019Q2,18,0,0,170.0
Jhajjar,Haryana,2019,3,2019Q3,19,0,0,171.0
Jhajjar,Haryana,2019,4,2019Q4,20,0,0,172.0
Jhajjar,Haryana,2020,1,2020Q1,21,0,0,172.0
Jhajjar,Haryana,2020,2,2020Q2,22,0,0,172.0
Jhajjar,Haryana,2020,3,2020Q3,23,0,0,172.0
Jhajjar,Haryana,2020,4,2020Q4,24,0,0,173.0
Jhajjar,Haryana,2021,1,2021Q1,25,0,0,171.0
Jhajjar,Haryana,2021,2,2021Q2,26,0,0,170.0
Jhajjar,Haryana,2021,3,2021Q3,27,0,0,171.0
Jhajjar,Haryana,2021,4,2021Q4,28,0,0,171.0
Jhajjar,Haryana,2022,1,2022Q1,29,0,0,173.0
Jhajjar,Haryana,2022,2,2022Q2,30,0,0,173.0
Jhajjar,Haryana,2022,3,2022Q3,31,0,0,175.0
Jhajjar,Haryana,2022,4,2022Q4,32,0,0,177.0
Jhajjar,Haryana,2023,1,2023Q1,33,0,0,12583.6579
Jhajjar,Haryana,2023,2,2023Q2,34,0,0,13217.5268
Jhajjar,Haryana,2023,3,2023Q3,35,0,0,13674.1471
Jhajjar,Haryana,2023,4,2023Q4,36,0,0,14018.2838
Jhajjar,Haryana,2024,1,2024Q1,37,0,0,13852.0708
Jhajjar,Haryana,2024,2,2024Q2,38,0,0,14730.9646
Jhajjar,Haryana,2024,3,2024Q3,39,0,0,15155.3708
Jhajjar,Haryana,2024,4,2024Q4,40,0,0,15767.906199999998
Jind,Haryana,2015,1,2015Q1,1,0,0,153.0
Jind,Haryana,2015,2,2015Q2,2,0,0,155.0
Jind,Haryana,2015,3,2015Q3,3,1,0,158.0
Jind,Haryana,2015,4,2015Q4,4,0,0,158.0
Jind,Haryana,2016,1,2016Q1,5,0,0,160.0
Jind,Haryana,2016,2,2016Q2,6,0,0,160.0
Jind,Haryana,2016,3,2016Q3,7,0,0,
Jind,Haryana,2016,4,2016Q4,8,0,0,
Jind,Haryana,2017,1,2017Q1,9,0,0,
Jind,Haryana,2017,2,2017Q2,10,0,0,162.0
Jind,Haryana,2017,3,2017Q3,11,0,0,163.0
Jind,Haryana,2017,4,2017Q4,12,0,0,163.0
Jind,Haryana,2018,1,2018Q1,13,0,0,161.0
Jind,Haryana,2018,2,2018Q2,14,0,0,161.0
Jind,Haryana,2018,3,2018Q3,15,1,0,161.0
Jind,Haryana,2018,4,2018Q4,16,0,0,161.0
Jind,Haryana,2019,1,2019Q1,17,0,0,164.0
Jind,Haryana,2019,2,2019Q2,18,0,0,166.0
Jind,Haryana,2019,3,2019Q3,19,0,0,168.0
Jind,Haryana,2019,4,2019Q4,20,0,0,167.0
Jind,Haryana,2020,1,2020Q1,21,0,0,170.0
Jind,Haryana,2020,2,2020Q2,22,0,0,171.0
Jind,Haryana,2020,3,2020Q3,23,0,0,171.0
Jind,Haryana,2020,4,2020Q4,24,0,0,173.0
Jind,Haryana,2021,1,2021Q1,25,0,0,173.0
Jind,Haryana,2021,2,2021Q2,26,0,0,169.0
Jind,Haryana,2021,3,2021Q3,27,0,0,170.0
Jind,Haryana,2021,4,2021Q4,28,0,0,169.0
Jind,Haryana,2022,1,2022Q1,29,0,0,169.0
Jind,Haryana,2022,2,2022Q2,30,0,0,169.0
Jind,Haryana,2022,3,2022Q3,31,0,0,170.0
Jind,Haryana,2022,4,2022Q4,32,0,0,172.0
Jind,Haryana,2023,1,2023Q1,33,0,0,9159.6959
Jind,Haryana,2023,2,2023Q2,34,0,0,9553.493
Jind,Haryana,2023,3,2023Q3,35,0,0,9581.4959
Jind,Haryana,2023,4,2023Q4,36,0,0,10010.2276
Jind,Haryana,2024,1,2024Q1,37,0,0,10147.9373
Jind,Haryana,2024,2,2024Q2,38,0,0,10451.1692
Jind,Haryana,2024,3,2024Q3,39,0,0,10460.5072
Jind,Haryana,2024,4,2024Q4,40,0,0,10896.4476
Kaithal,Haryana,2015,1,2015Q1,1,0,0,150.0
Kaithal,Haryana,2015,2,2015Q2,2,0,0,150.0
Kaithal,Haryana,2015,3,2015Q3,3,1,0,155.0
Kaithal,Haryana,2015,4,2015Q4,4,0,0,156.0
Kaithal,Haryana,2016,1,2016Q1,5,0,0,160.0
Kaithal,Haryana,2016,2,2016Q2,6,0,0,161.0
Kaithal,Haryana,2016,3,2016Q3,7,0,0,
Kaithal,Haryana,2016,4,2016Q4,8,0,0,
Kaithal,Haryana,2017,1,2017Q1,9,0,0,
Kaithal,Haryana,2017,2,2017Q2,10,0,0,167.0
Kaithal,Haryana,2017,3,2017Q3,11,0,0,167.0
Kaithal,Haryana,2017,4,2017Q4,12,0,0,167.0
Kaithal,Haryana,2018,1,2018Q1,13,0,0,163.0
Kaithal,Haryana,2018,2,2018Q2,14,0,0,165.0
Kaithal,Haryana,2018,3,2018Q3,15,1,0,165.0
Kaithal,Haryana,2018,4,2018Q4,16,0,0,166.0
Kaithal,Haryana,2019,1,2019Q1,17,0,0,167.0
Kaithal,Haryana,2019,2,2019Q2,18,0,0,168.0
Kaithal,Haryana,2019,3,2019Q3,19,0,0,170.0
Kaithal,Haryana,2019,4,2019Q4,20,0,0,170.0
Kaithal,Haryana,2020,1,2020Q1,21,0,0,171.0
Kaithal,Haryana,2020,2,2020Q2,22,0,0,172.0
Kaithal,Haryana,2020,3,2020Q3,23,0,0,173.0
Kaithal,Haryana,2020,4,2020Q4,24,0,0,172.0
Kaithal,Haryana,2021,1,2021Q1,25,0,0,169.0
Kaithal,Haryana,2021,2,2021Q2,26,0,0,170.0
Kaithal,Haryana,2021,3,2021Q3,27,0,0,169.0
Kaithal,Haryana,2021,4,2021Q4,28,0,0,168.0
Kaithal,Haryana,2022,1,2022Q1,29,0,0,169.0
Kaithal,Haryana,2022,2,2022Q2,30,0,0,171.0
Kaithal,Haryana,2022,3,2022Q3,31,0,0,171.0
Kaithal,Haryana,2022,4,2022Q4,32,0,0,171.0
Kaithal,Haryana,2023,1,2023Q1,33,0,0,8018.572
Kaithal,Haryana,2023,2,2023Q2,34,0,0,8205.6216
Kaithal,Haryana,2023,3,2023Q3,35,0,0,8326.1226
Kaithal,Haryana,2023,4,2023Q4,36,0,0,8795.1034
Kaithal,Haryana,2024,1,2024Q1,37,0,0,8907.5773
Kaithal,Haryana,2024,2,2024Q2,38,0,0,9173.27
Kaithal,Haryana,2024,3,2024Q3,39,0,0,9263.4175
Kaithal,Haryana,2024,4,2024Q4,40,0,0,9848.0274
Karnal,Haryana,2015,1,2015Q1,1,0,0,281.0
Karnal,Haryana,2015,2,2015Q2,2,0,0,287.0
Karnal,Haryana,2015,3,2015Q3,3,1,0,293.0
Karnal,Haryana,2015,4,2015Q4,4,0,0,298.0
Karnal,Haryana,2016,1,2016Q1,5,0,0,300.0
Karnal,Haryana,2016,2,2016Q2,6,0,0,302.0
Karnal,Haryana,2016,3,2016Q3,7,0,0,
Karnal,Haryana,2016,4,2016Q4,8,0,0,
Karnal,Haryana,2017,1,2017Q1,9,0,0,
Karnal,Haryana,2017,2,2017Q2,10,0,0,314.0
Karnal,Haryana,2017,3,2017Q3,11,0,0,317.0
Karnal,Haryana,2017,4,2017Q4,12,0,0,320.0
Karnal,Haryana,2018,1,2018Q1,13,0,0,322.0
Karnal,Haryana,2018,2,2018Q2,14,0,0,323.0
Karnal,Haryana,2018,3,2018Q3,15,1,0,322.0
Karnal,Haryana,2018,4,2018Q4,16,0,0,323.0
Karnal,Haryana,2019,1,2019Q1,17,0,0,322.0
Karnal,Haryana,2019,2,2019Q2,18,0,0,326.0
Karnal,Haryana,2019,3,2019Q3,19,0,0,335.0
Karnal,Haryana,2019,4,2019Q4,20,0,0,333.0
Karnal,Haryana,2020,1,2020Q1,21,0,0,335.0
Karnal,Haryana,2020,2,2020Q2,22,0,0,333.0
Karnal,Haryana,2020,3,2020Q3,23,0,0,337.0
Karnal,Haryana,2020,4,2020Q4,24,0,0,334.0
Karnal,Haryana,2021,1,2021Q1,25,0,0,332.0
Karnal,Haryana,2021,2,2021Q2,26,0,0,331.0
Karnal,Haryana,2021,3,2021Q3,27,0,0,326.0
Karnal,Haryana,2021,4,2021Q4,28,0,0,324.0
Karnal,Haryana,2022,1,2022Q1,29,0,0,319.0
Karnal,Haryana,2022,2,2022Q2,30,0,0,322.0
Karnal,Haryana,2022,3,2022Q3,31,0,0,324.0
Karnal,Haryana,2022,4,2022Q4,32,0,0,325.0
Karnal,Haryana,2023,1,2023Q1,33,0,0,22430.7599
